Title,Link,pubDate,Description,Source,Tag
Prescribed fire science: Why it's needed now more than ever | US Forest Service - USDA Forest Service,https://www.fs.usda.gov/features/prescribed-fire-science-why-its-needed-now-more-ever,3/24/2022,Prescribed fire science: Why it's needed now more than ever | US Forest Service&nbsp;&nbsp;USDA Forest Service,USDA Forest Service,Fire-Monitoring
Plan for logging Oregon’s state forests while protecting imperiled wildlife moves forward - Oregon Public Broadcasting,https://www.opb.org/article/2022/03/24/plan-for-logging-oregons-state-forests-while-protecting-imperiled-wildlife-and-moves-forward/,3/24/2022,Plan for logging Oregon’s state forests while protecting imperiled wildlife moves forward&nbsp;&nbsp;Oregon Public Broadcasting,Oregon Public Broadcasting,Fire-Monitoring
Ericsson SmartForest - Ericsson,https://www.ericsson.com/en/ericsson-one/smartforest,12/21/2021,Ericsson SmartForest&nbsp;&nbsp;Ericsson,Ericsson,Fire-Monitoring
Iberdrola S A : seeks innovative companies for early fire detection in protected areas - Marketscreener.com,https://www.marketscreener.com/quote/stock/IBERDROLA-S-A-355153/news/Iberdrola-S-A-seeks-innovative-companies-for-early-fire-detection-in-protected-areas-40121311/,4/22/2022,Iberdrola S A : seeks innovative companies for early fire detection in protected areas&nbsp;&nbsp;Marketscreener.com,Marketscreener.com,Fire-Monitoring
40 acres in Jeffco may soon become home to a bison herd and nonprofit's campus - Denver Business Journal - The Business Journals,https://www.bizjournals.com/denver/news/2022/04/07/wildlife-conservation-nonprofit-new-golden-campus.html,4/7/2022,40 acres in Jeffco may soon become home to a bison herd and nonprofit's campus - Denver Business Journal&nbsp;&nbsp;The Business Journals,The Business Journals,Fire-Monitoring
Reading the Landscape - NASA Applied Science,https://appliedsciences.nasa.gov/our-impact/people/reading-landscape,1/21/2022,Reading the Landscape&nbsp;&nbsp;NASA Applied Science,NASA Applied Science,Fire-Monitoring
Panama's Indigenous Groups Wage High-Tech Fight for Their Lands - Yale Environment 360,https://e360.yale.edu/features/panamas-indigenous-groups-wage-a-high-tech-fight-for-their-lands,5/5/2022,Panama's Indigenous Groups Wage High-Tech Fight for Their Lands&nbsp;&nbsp;Yale Environment 360,Yale Environment 360,Fire-Monitoring
5 wildfire recovery strategies - Sierra Nevada Conservancy,https://sierranevada.ca.gov/five-wildfire-recovery-strategies-for-the-sierra-nevada/,1/12/2022,5 wildfire recovery strategies&nbsp;&nbsp;Sierra Nevada Conservancy,Sierra Nevada Conservancy,Fire-Monitoring
Assessing costs of Indonesian fires and the benefits of restoring peatland - Nature.com,https://www.nature.com/articles/s41467-021-27353-x,12/2/2021,Assessing costs of Indonesian fires and the benefits of restoring peatland&nbsp;&nbsp;Nature.com,Nature.com,Fire-Monitoring
AI makes identification easy in forest and wildlife conservation - Analytics India Magazine,https://analyticsindiamag.com/forest-wildlife-conservation-ai-applications/,3/1/2022,AI makes identification easy in forest and wildlife conservation&nbsp;&nbsp;Analytics India Magazine,Analytics India Magazine,Fire-Monitoring
Researchers turn to drones for that big-picture view of the forest canopy - Mongabay.com,https://news.mongabay.com/2022/03/researchers-turn-to-drones-for-that-big-picture-view-of-the-forest-canopy/,3/21/2022,Researchers turn to drones for that big-picture view of the forest canopy&nbsp;&nbsp;Mongabay.com,Mongabay.com,Fire-Monitoring
How does wildfire smoke affect wildlife? Here's what we know - National Geographic,https://www.nationalgeographic.com/animals/article/how-does-wildfire-smoke-affect-wildlife,10/19/2021,How does wildfire smoke affect wildlife? Here's what we know&nbsp;&nbsp;National Geographic,National Geographic,Fire-Monitoring
Smart tech is helping to save China's giant pandas - CNN,https://www.cnn.com/2022/05/10/world/smart-tech-giant-panda-china-climate-c2e-spc-hnk-intl/index.html,5/16/2022,Smart tech is helping to save China's giant pandas&nbsp;&nbsp;CNN,CNN,Fire-Monitoring
Stewarding the Evolution of Conservation - The Nature Conservancy,https://www.nature.org/en-us/about-us/where-we-work/united-states/maine/stories-in-maine/three-decades-of-conservation/,3/15/2022,Stewarding the Evolution of Conservation&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Fire-Monitoring
Mythologizing the Practice of Burning by Native Americans - The Wildlife News,https://www.thewildlifenews.com/2022/02/25/native-american-burning-and-parks-and-wilderness-conservation/,2/25/2022,Mythologizing the Practice of Burning by Native Americans&nbsp;&nbsp;The Wildlife News,The Wildlife News,Fire-Monitoring
A Plan for the U.S. Forest Service To Lead on the America the Beautiful Initiative - Center For American Progress,https://www.americanprogress.org/article/a-plan-for-the-u-s-forest-service-to-lead-on-the-america-the-beautiful-initiative/,3/15/2022,A Plan for the U.S. Forest Service To Lead on the America the Beautiful Initiative&nbsp;&nbsp;Center For American Progress,Center For American Progress,Fire-Monitoring
Ill-considered area-based biodiversity conservation could affect food security and health - Phys.org,https://phys.org/news/2022-02-ill-considered-area-based-biodiversity-affect-food.html,2/4/2022,Ill-considered area-based biodiversity conservation could affect food security and health&nbsp;&nbsp;Phys.org,Phys.org,Fire-Monitoring
Center for Conservation Initiatives - The Nature Conservancy,https://www.nature.org/en-us/about-us/where-we-work/united-states/florida/stories-in-florida/center-for-conservation-initiatives/,1/25/2022,Center for Conservation Initiatives&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Fire-Monitoring
Global study reveals effectiveness of protected forests - Science Daily,https://www.sciencedaily.com/releases/2021/07/210713110827.htm,7/13/2021,Global study reveals effectiveness of protected forests&nbsp;&nbsp;Science Daily,Science Daily,Fire-Monitoring
Big Hole Fire devastates conservation area - Valencia County News Bulletin,https://news-bulletin.com/big-hole-fire-devastates-conservation-area/,4/21/2022,Big Hole Fire devastates conservation area&nbsp;&nbsp;Valencia County News Bulletin,Valencia County News Bulletin,Fire-Monitoring
"San Vicente Redwoods Marks 10 Years As “Living Laboratory"" - CSRwire.com",https://www.csrwire.com/press_releases/730346-san-vicente-redwoods-marks-10-years-living-laboratory-wildfire-resilience,10/27/2021,"San Vicente Redwoods Marks 10 Years As “Living Laboratory""&nbsp;&nbsp;CSRwire.com",CSRwire.com,Fire-Monitoring
Beaver Dams Help Wildfire-Ravaged Ecosystems Recover Long after Flames Subside - Scientific American,https://www.scientificamerican.com/article/beaver-dams-help-wildfire-ravaged-ecosystems-recover-long-after-flames-subside/,2/7/2022,Beaver Dams Help Wildfire-Ravaged Ecosystems Recover Long after Flames Subside&nbsp;&nbsp;Scientific American,Scientific American,Fire-Monitoring
The 2021-22 Spending Plan: Natural Resources and Environmental Protection - Legislative Analyst's Office,https://lao.ca.gov/Publications/Report/4463,10/18/2021,The 2021-22 Spending Plan: Natural Resources and Environmental Protection&nbsp;&nbsp;Legislative Analyst's Office,Legislative Analyst's Office,Fire-Monitoring
"Enduring Earth: Protecting 30% of the Earth's land and water by 2030 is an ambitious goal, and it's going to take teamwork to get there - The Nature Conservancy",https://www.nature.org/en-us/magazine/magazine-articles/enduring-earth/,5/6/2022,"Enduring Earth: Protecting 30% of the Earth's land and water by 2030 is an ambitious goal, and it's going to take teamwork to get there&nbsp;&nbsp;The Nature Conservancy",The Nature Conservancy,Fire-Monitoring
Prescribed Fire Program - WA - DNR,https://www.dnr.wa.gov/prescribedfire,3/25/2022,Prescribed Fire Program&nbsp;&nbsp;WA - DNR,WA - DNR,Fire-Monitoring
Gabon provides blueprint for protecting oceans - Science Daily,https://www.sciencedaily.com/releases/2022/02/220208105227.htm,2/8/2022,Gabon provides blueprint for protecting oceans&nbsp;&nbsp;Science Daily,Science Daily,Fire-Monitoring
Mongabay's top Amazon stories from 2021 - Mongabay.com,https://news.mongabay.com/2021/12/mongabays-top-amazon-stories-from-2021/,12/29/2021,Mongabay's top Amazon stories from 2021&nbsp;&nbsp;Mongabay.com,Mongabay.com,Fire-Monitoring
Conservation and Recreation Come Together to Create Maine's Vacationland | US Forest Service - USDA Forest Service,https://www.fs.usda.gov/features/conservation-and-recreation-come-together-create-maines-vacationland,3/28/2022,Conservation and Recreation Come Together to Create Maine's Vacationland | US Forest Service&nbsp;&nbsp;USDA Forest Service,USDA Forest Service,Fire-Monitoring
Volunteers Make our Year | US Fish & Wildlife Service - US Fish and Wildlife Service,https://www.fws.gov/story/volunteers-make-our-year,4/19/2022,Volunteers Make our Year | US Fish & Wildlife Service&nbsp;&nbsp;US Fish and Wildlife Service,US Fish and Wildlife Service,Fire-Monitoring
Indigenous agents fight deforestation with drones and AI in Brazilian Amazon - Mongabay.com,https://news.mongabay.com/2021/11/indigenous-agents-fight-deforestation-with-drones-and-ai-in-brazilian-amazon/,11/10/2021,Indigenous agents fight deforestation with drones and AI in Brazilian Amazon&nbsp;&nbsp;Mongabay.com,Mongabay.com,Fire-Monitoring
Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-03653-6,1/21/2022,Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Fire-Monitoring
"Democrats Tout Water, Fire Benefits of Roadless Areas Protection - Bloomberg Law",https://news.bloomberglaw.com/environment-and-energy/democrats-tout-water-fire-benefits-of-roadless-areas-protection,5/11/2022,"Democrats Tout Water, Fire Benefits of Roadless Areas Protection&nbsp;&nbsp;Bloomberg Law",Bloomberg Law,Fire-Monitoring
Using IoT Analytics to Protect Australian Wildlife - IoT World Today,https://www.iotworldtoday.com/2022/04/19/using-iot-analytics-to-protect-australian-wildlife/,4/19/2022,Using IoT Analytics to Protect Australian Wildlife&nbsp;&nbsp;IoT World Today,IoT World Today,Fire-Monitoring
Envisioning a resilient future for biodiversity conservation in the wake of the COVID‐19 pandemic - Wiley,https://besjournals.onlinelibrary.wiley.com/doi/10.1002/pan3.10262,9/28/2021,Envisioning a resilient future for biodiversity conservation in the wake of the COVID‐19 pandemic&nbsp;&nbsp;Wiley,Wiley,Fire-Monitoring
"US and Mozambique Governments Partner to Preserve Forests, Protect Wildlife, and Support Communities - African Business",https://african.business/2022/04/apo-newsfeed/u-s-and-mozambique-governments-partner-to-preserve-forests-protect-wildlife-and-support-communities/,4/21/2022,"US and Mozambique Governments Partner to Preserve Forests, Protect Wildlife, and Support Communities&nbsp;&nbsp;African Business",African Business,Fire-Monitoring
15 Conservation Issues to Watch in 2022 - Scientific American,https://www.scientificamerican.com/article/15-conservation-issues-to-watch-in-2022/,12/30/2021,15 Conservation Issues to Watch in 2022&nbsp;&nbsp;Scientific American,Scientific American,Fire-Monitoring
"Upcoming Scientific Fieldwork, 2022 and Beyond - Columbia University",https://news.climate.columbia.edu/2022/05/11/upcoming-scientific-fieldwork-2022-and-beyond/,5/11/2022,"Upcoming Scientific Fieldwork, 2022 and Beyond&nbsp;&nbsp;Columbia University",Columbia University,Fire-Monitoring
Newport Coast teen who launched science startup company gets first client - Los Angeles Times,https://www.latimes.com/socal/daily-pilot/news/story/2022-03-29/newport-coast-teenager-who-launched-science-startup-company-gets-first-client,3/29/2022,Newport Coast teen who launched science startup company gets first client&nbsp;&nbsp;Los Angeles Times,Los Angeles Times,Fire-Monitoring
"Protected Areas Can Be Beating Heart Of Nature Recovery In UK, But They Must Be More Than Lines On Map - Eurasia Review",https://www.eurasiareview.com/24042022-protected-areas-can-be-beating-heart-of-nature-recovery-in-uk-but-they-must-be-more-than-lines-on-map/,4/24/2022,"Protected Areas Can Be Beating Heart Of Nature Recovery In UK, But They Must Be More Than Lines On Map&nbsp;&nbsp;Eurasia Review",Eurasia Review,Fire-Monitoring
"Fishers are facing pressure from wildfires and salvage logging, research shows - Phys.org",https://phys.org/news/2022-01-fishers-pressure-wildfires-salvage.html,1/10/2022,"Fishers are facing pressure from wildfires and salvage logging, research shows&nbsp;&nbsp;Phys.org",Phys.org,Fire-Monitoring
Huawei hosts “Tech for Panda Habitats” Forum - Huawei,https://www.huawei.com/en/news/2021/10/tech-for-panda-habitats-dujiangyan,10/18/2021,Huawei hosts “Tech for Panda Habitats” Forum&nbsp;&nbsp;Huawei,Huawei,Fire-Monitoring
Human ignitions on private lands drive USFS cross-boundary wildfire transmission and community impacts in the western US | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-06002-3,2/15/2022,Human ignitions on private lands drive USFS cross-boundary wildfire transmission and community impacts in the western US | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Fire-Monitoring
What the Marshall Fire can teach us as we prepare for future climate catastrophes - CU Boulder Today,https://www.colorado.edu/today/2022/01/25/what-marshall-fire-can-teach-us-we-prepare-future-climate-catastrophes,1/25/2022,What the Marshall Fire can teach us as we prepare for future climate catastrophes&nbsp;&nbsp;CU Boulder Today,CU Boulder Today,Fire-Monitoring
Planet's High-Resolution Satellite Monitoring Helps NICFI General Partners Reduce and Reverse Tropical Forest Loss - planet.com,https://www.planet.com/pulse/planets-high-resolution-satellite-monitoring-helps-nicfi-general-partners-reduce-and-reverse-tropical-forest-loss/,2/10/2022,Planet's High-Resolution Satellite Monitoring Helps NICFI General Partners Reduce and Reverse Tropical Forest Loss&nbsp;&nbsp;planet.com,planet.com,Fire-Monitoring
We're dumping loads of retardant chemicals to fight wildfires. What does it mean for wildlife? - Environmental Health News,https://www.ehn.org/fire-retardant-spray-wildfire-wildlife-2655069755.html,9/27/2021,We're dumping loads of retardant chemicals to fight wildfires. What does it mean for wildlife?&nbsp;&nbsp;Environmental Health News,Environmental Health News,Fire-Monitoring
Back From the Brink: Restoring Prairies With Fire - DISCOVER Magazine,https://www.discovermagazine.com/environment/back-from-the-brink-restoring-prairies-with-fire,12/11/2021,Back From the Brink: Restoring Prairies With Fire&nbsp;&nbsp;DISCOVER Magazine,DISCOVER Magazine,Fire-Monitoring
"Celebrating 50 Years of Conservation Parks: Spotlight on Edna Taylor | City of Madison - City of Madison, Wisconsin",https://www.cityofmadison.com/news/celebrating-50-years-of-conservation-parks-spotlight-on-edna-taylor,5/10/2022,"Celebrating 50 Years of Conservation Parks: Spotlight on Edna Taylor | City of Madison&nbsp;&nbsp;City of Madison, Wisconsin","City of Madison, Wisconsin",Fire-Monitoring
"How the Van Gujjars perceive the Wildlife Protection Amendment Act, 2021 - Down To Earth Magazine",https://www.downtoearth.org.in/blog/forests/how-the-van-gujjars-perceive-the-wildlife-protection-amendment-act-2021-81830,3/5/2022,"How the Van Gujjars perceive the Wildlife Protection Amendment Act, 2021&nbsp;&nbsp;Down To Earth Magazine",Down To Earth Magazine,Fire-Monitoring
Protected areas not enough to save South-East Asia's forests - Phys.org,https://phys.org/news/2021-12-areas-south-east-asia-forests.html,12/28/2021,Protected areas not enough to save South-East Asia's forests&nbsp;&nbsp;Phys.org,Phys.org,Fire-Monitoring
New Mexicans encouraged to give space to wildlife affected by New Mexico fires - EIN News,https://www.einnews.com/pr_news/572165640/new-mexicans-encouraged-to-give-space-to-wildlife-affected-by-new-mexico-fires,5/12/2022,New Mexicans encouraged to give space to wildlife affected by New Mexico fires&nbsp;&nbsp;EIN News,EIN News,Fire-Monitoring
