Title,Link,pubDate,Description,Source,Tag
Bridging the gap between public understanding and realities of living alongside elephants - Open Access Government,https://www.openaccessgovernment.org/elephant-conservation-china/129491/,2/11/2022,Bridging the gap between public understanding and realities of living alongside elephants&nbsp;&nbsp;Open Access Government,Open Access Government,Sensors-Thermal
Mapping riparian zone macro litter abundance using combination of optical and thermal sensor | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-09974-4,4/12/2022,Mapping riparian zone macro litter abundance using combination of optical and thermal sensor | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Thermal
Product spotlight on video surveillance - Security Magazine,https://www.securitymagazine.com/articles/97627-product-spotlight-on-video-surveillance,5/16/2022,Product spotlight on video surveillance&nbsp;&nbsp;Security Magazine,Security Magazine,Sensors-Thermal
Drones to support wildlife conservation - Innovation Origins,https://innovationorigins.com/en/selected/drones-to-support-wildlife-conservation/,12/8/2021,Drones to support wildlife conservation&nbsp;&nbsp;Innovation Origins,Innovation Origins,Sensors-Thermal
A microfluidic paper analytical device using capture aptamers for the detection of PfLDH in blood matrices - Malaria Journal - Malaria Journal,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-022-04187-6,6/7/2022,A microfluidic paper analytical device using capture aptamers for the detection of PfLDH in blood matrices - Malaria Journal&nbsp;&nbsp;Malaria Journal,Malaria Journal,Sensors-Thermal
The Impact of Drones in Canada for the Enterprise - Commercial UAV News,https://www.commercialuavnews.com/international/the-impact-of-drones-in-canada-for-the-enterprise,6/8/2022,The Impact of Drones in Canada for the Enterprise&nbsp;&nbsp;Commercial UAV News,Commercial UAV News,Sensors-Thermal
Apex scavengers from different European populations converge at threatened savannah landscapes | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-06436-9,2/15/2022,Apex scavengers from different European populations converge at threatened savannah landscapes | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Thermal
The Benefits of Explosion-Protected Cameras in High-Risk Environments - POWER magazine,https://www.powermag.com/the-benefits-of-explosion-protected-cameras-in-high-risk-environments/,12/9/2021,The Benefits of Explosion-Protected Cameras in High-Risk Environments&nbsp;&nbsp;POWER magazine,POWER magazine,Sensors-Thermal
How Tech Reveals the 'Secret Lives' of Animals - The New York Times,https://www.nytimes.com/interactive/2021/12/14/climate/tracking-wildlife.html,12/14/2021,How Tech Reveals the 'Secret Lives' of Animals&nbsp;&nbsp;The New York Times,The New York Times,Sensors-Thermal
Dynamic spectrum sharing between active and passive users above 100 GHz | Communications Engineering - Nature.com,https://www.nature.com/articles/s44172-022-00002-x,5/26/2022,Dynamic spectrum sharing between active and passive users above 100 GHz | Communications Engineering&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Thermal
Six pieces of technology that bring us closer to wildlife - Techaeris,https://techaeris.com/2021/09/13/six-pieces-of-technology-that-bring-us-closer-to-wildlife/,9/13/2021,Six pieces of technology that bring us closer to wildlife&nbsp;&nbsp;Techaeris,Techaeris,Sensors-Thermal
Latest version of Elios caged drone gets LiDAR for 3D mapping - New Atlas,https://newatlas.com/drones/elios-3-drone-3d-mapping/,5/25/2022,Latest version of Elios caged drone gets LiDAR for 3D mapping&nbsp;&nbsp;New Atlas,New Atlas,Sensors-Thermal
Changes in land use enhance the sensitivity of tropical ecosystems to fire-climate extremes | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-05130-0,1/19/2022,Changes in land use enhance the sensitivity of tropical ecosystems to fire-climate extremes | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Thermal
Cattle-related risk factors for malaria in southwest Ethiopia: a cross-sectional study - Malaria Journal - Malaria Journal,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-022-04202-w,6/10/2022,Cattle-related risk factors for malaria in southwest Ethiopia: a cross-sectional study - Malaria Journal&nbsp;&nbsp;Malaria Journal,Malaria Journal,Sensors-Thermal
Bear Survives Wildfire and Adopts Toy Bear - News Radio 1310 KLIX,https://newsradio1310.com/bear-survives-wildfire-and-adopts-toy-bear/,6/7/2022,Bear Survives Wildfire and Adopts Toy Bear&nbsp;&nbsp;News Radio 1310 KLIX,News Radio 1310 KLIX,Sensors-Thermal
The Bomb Next Door - Thomas A. Bass - The American Scholar,https://theamericanscholar.org/the-bomb-next-door/,6/1/2022,The Bomb Next Door - Thomas A. Bass&nbsp;&nbsp;The American Scholar,The American Scholar,Sensors-Thermal
Newsletter 2022-02-03 - Mongabay.com,https://news.mongabay.com/newsletter/newsletter-2022-02-03/,2/3/2022,Newsletter 2022-02-03&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Thermal
Stopping Poachers With The Help Of FLIR Thermal Imaging Tech | Security News - SecurityInformed,https://www.securityinformed.com/news/teledyne-flir-donation-world-wildlife-fund-co-2752-ga-co-1609913860-ga.1651828197.html,5/7/2022,Stopping Poachers With The Help Of FLIR Thermal Imaging Tech | Security News&nbsp;&nbsp;SecurityInformed,SecurityInformed,Sensors-Thermal
"Urgent action required to protect world's coral reefs from disappearing within three decades, warn experts - Science Daily",https://www.sciencedaily.com/releases/2022/04/220418164949.htm,4/18/2022,"Urgent action required to protect world's coral reefs from disappearing within three decades, warn experts&nbsp;&nbsp;Science Daily",Science Daily,Sensors-Thermal
"How to prevent mass extinction in the ocean using AI, robots and 3D printers - Phys.org",https://phys.org/news/2021-12-mass-extinction-ocean-ai-robots.html,12/21/2021,"How to prevent mass extinction in the ocean using AI, robots and 3D printers&nbsp;&nbsp;Phys.org",Phys.org,Sensors-Thermal
High-resolution deposition of conductive and insulating materials at micrometer scale on complex substrates | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-13352-5,6/4/2022,High-resolution deposition of conductive and insulating materials at micrometer scale on complex substrates | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Thermal
"South Africa: Dirty Air Is Invisible, but a Real Threat to Health - AllAfrica - Top Africa News",https://allafrica.com/stories/202205180077.html,5/18/2022,"South Africa: Dirty Air Is Invisible, but a Real Threat to Health&nbsp;&nbsp;AllAfrica - Top Africa News",AllAfrica - Top Africa News,Sensors-Thermal
"Lattice launches ORAN stack, new FPGA with security in mind - FierceElectronics",https://www.fierceelectronics.com/iot-wireless/lattice-launches-oran-solutions-stack-new-fpga-security-mind,6/1/2022,"Lattice launches ORAN stack, new FPGA with security in mind&nbsp;&nbsp;FierceElectronics",FierceElectronics,Sensors-Thermal
57 Unique Gift Ideas for Father’s Day 2022 - Worth,https://www.worth.com/fathers-day-2022-unique-gift-ideas/,6/9/2022,57 Unique Gift Ideas for Father’s Day 2022&nbsp;&nbsp;Worth,Worth,Sensors-Thermal
"The Rainforests of the Sea—Coral Reefs—Likely to Vanish By 2050, Claims New Research | The Weather Channel - Articles from The Weather Channel | weather.com - The Weather Channel",https://weather.com/en-IN/india/climate-change/news/2022-04-18-coral-reefs-likely-to-vanish-by-2050,4/18/2022,"The Rainforests of the Sea—Coral Reefs—Likely to Vanish By 2050, Claims New Research | The Weather Channel - Articles from The Weather Channel | weather.com&nbsp;&nbsp;The Weather Channel",The Weather Channel,Sensors-Thermal
Crew queues zoo for a thermal review | Lighter Side | Jan 2022 - Photonics.com,https://www.photonics.com/Articles/Crew_queues_zoo_for_a_thermal_review/a67675,1/11/2022,Crew queues zoo for a thermal review | Lighter Side | Jan 2022&nbsp;&nbsp;Photonics.com,Photonics.com,Sensors-Thermal
Volunteers Needed to Help Broome Animals During Disasters - wnbf.com,https://wnbf.com/volunteers-needed-to-help-broome-animals-during-disasters/,6/8/2022,Volunteers Needed to Help Broome Animals During Disasters&nbsp;&nbsp;wnbf.com,wnbf.com,Sensors-Thermal
"How to Prevent Mass Extinction in the Ocean With AI, Robots, and 3D Printers - TheInertia.com",https://www.theinertia.com/environment/how-to-prevent-mass-extinction-in-the-ocean-with-ai-robots-and-3d-printers/,12/26/2021,"How to Prevent Mass Extinction in the Ocean With AI, Robots, and 3D Printers&nbsp;&nbsp;TheInertia.com",TheInertia.com,Sensors-Thermal
