Title,Link,pubDate,Description,Source,Tag
AMD and Qualcomm team up on business laptop silicon - FierceElectronics,https://www.fierceelectronics.com/iot-wireless/amd-and-qualcomm-team-business-laptop-silicon,5/17/2022,AMD and Qualcomm team up on business laptop silicon&nbsp;&nbsp;FierceElectronics,FierceElectronics,Sensors-Radar
Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-03653-6,1/21/2022,Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Radar
Sailing into Success with Saildrone's Unmanned Surface Vehicles - AZoRobotics,https://www.azorobotics.com/Article.aspx?ArticleID=516,5/16/2022,Sailing into Success with Saildrone's Unmanned Surface Vehicles&nbsp;&nbsp;AZoRobotics,AZoRobotics,Sensors-Radar
Reading the Landscape - NASA Applied Science,https://appliedsciences.nasa.gov/our-impact/people/reading-landscape,1/21/2022,Reading the Landscape&nbsp;&nbsp;NASA Applied Science,NASA Applied Science,Sensors-Radar
The Nature Conservancy Announces New Institute for Scientific Research in California - The Nature Conservancy,https://www.nature.org/en-us/newsroom/ca-point-conception-institute/,4/15/2022,The Nature Conservancy Announces New Institute for Scientific Research in California&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Sensors-Radar
Canada's human footprint reveals large intact areas juxtaposed against areas under immense anthropogenic pressure - FACETS Journal,https://www.facetsjournal.com/doi/10.1139/facets-2021-0063,3/19/2022,Canada's human footprint reveals large intact areas juxtaposed against areas under immense anthropogenic pressure&nbsp;&nbsp;FACETS Journal,FACETS Journal,Sensors-Radar
The Impact of Drones in Canada for the Enterprise - Commercial UAV News,https://www.commercialuavnews.com/international/the-impact-of-drones-in-canada-for-the-enterprise,6/8/2022,The Impact of Drones in Canada for the Enterprise&nbsp;&nbsp;Commercial UAV News,Commercial UAV News,Sensors-Radar
US Congress Holds Hearing on Increased Traffic Deaths - TheTruthAboutCars,https://www.thetruthaboutcars.com/2022/06/u-s-congress-holds-hearing-on-increased-traffic-deaths/,6/8/2022,US Congress Holds Hearing on Increased Traffic Deaths&nbsp;&nbsp;TheTruthAboutCars,TheTruthAboutCars,Sensors-Radar
Optimizing EHS Performance in Your Lab - Lab Manager Magazine,https://www.labmanager.com/business-management/optimizing-ehs-performance-in-your-lab-28148,5/25/2022,Optimizing EHS Performance in Your Lab&nbsp;&nbsp;Lab Manager Magazine,Lab Manager Magazine,Sensors-Radar
OM System OM-1 review - TechRadar,https://www.techradar.com/reviews/om-system-om-1,5/27/2022,OM System OM-1 review&nbsp;&nbsp;TechRadar,TechRadar,Sensors-Radar
Does Edge computing make sense for the SMB or SME? - TechRadar,https://www.techradar.com/features/does-edge-computing-make-sense-for-the-smb-or-sme,5/24/2022,Does Edge computing make sense for the SMB or SME?&nbsp;&nbsp;TechRadar,TechRadar,Sensors-Radar
Can the Pentagon Protect the Strategic Stronghold of Guam? - The National Interest Online,https://nationalinterest.org/blog/buzz/can-pentagon%C2%A0protect-strategic-stronghold-guam-202705,5/28/2022,Can the Pentagon Protect the Strategic Stronghold of Guam?&nbsp;&nbsp;The National Interest Online,The National Interest Online,Sensors-Radar
Lack of Transparency Hampers Ability to Prioritize Funds for Nature Protection - Lab Manager Magazine,https://www.labmanager.com/news/lack-of-transparency-hampers-ability-to-prioritize-funds-for-nature-protection-27798,3/24/2022,Lack of Transparency Hampers Ability to Prioritize Funds for Nature Protection&nbsp;&nbsp;Lab Manager Magazine,Lab Manager Magazine,Sensors-Radar
Journeying in biocultural diversity and conservation philanthropy: Q&A with Ken Wilson - Mongabay.com,https://news.mongabay.com/2022/02/journeying-in-biocultural-diversity-and-conservation-philanthropy-qa-with-ken-wilson/,2/8/2022,Journeying in biocultural diversity and conservation philanthropy: Q&amp;A with Ken Wilson&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Radar
Taiwan University New Centre to Focus on AI Self-driving Technology - OpenGov Asia,https://opengovasia.com/taiwan-university-new-centre-to-focus-on-ai-self-driving-technology/,5/17/2022,Taiwan University New Centre to Focus on AI Self-driving Technology&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,Sensors-Radar
The Hacker Mind Podcast: Hacking Teslas - Security Boulevard,https://securityboulevard.com/2022/06/the-hacker-mind-podcast-hacking-teslas/,6/8/2022,The Hacker Mind Podcast: Hacking Teslas&nbsp;&nbsp;Security Boulevard,Security Boulevard,Sensors-Radar
A global record of annual terrestrial Human Footprint dataset from 2000 to 2018 | Scientific Data - Nature.com,https://www.nature.com/articles/s41597-022-01284-8,4/19/2022,A global record of annual terrestrial Human Footprint dataset from 2000 to 2018 | Scientific Data&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Radar
Deforestation notches up along logging roads on PNG's New Britain Island - Mongabay.com,https://news.mongabay.com/2021/10/deforestation-notches-up-along-logging-roads-on-pngs-new-britain-island/,10/21/2021,Deforestation notches up along logging roads on PNG's New Britain Island&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Radar
The year in rainforests 2021 - Mongabay.com,https://news.mongabay.com/2021/12/the-year-in-rainforests-2021/,12/29/2021,The year in rainforests 2021&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Radar
Planet's Data Helps Amnesty International Tackle Deforestation In Cambodia - planet.com,https://www.planet.com/pulse/planets-data-helps-amnesty-international-tackle-deforestation-in-cambodia/,4/1/2022,Planet's Data Helps Amnesty International Tackle Deforestation In Cambodia&nbsp;&nbsp;planet.com,planet.com,Sensors-Radar
Mapping native and non-native vegetation in the Brazilian Cerrado using freely available satellite products | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-05332-6,1/28/2022,Mapping native and non-native vegetation in the Brazilian Cerrado using freely available satellite products | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Radar
The economic importance of biodiversity | JP Morgan Asset Management - J.P. Morgan & Co.,https://am.jpmorgan.com/us/en/asset-management/adv/insights/portfolio-insights/sustainable-investing/the-economic-importance-of-biodiversity/,5/9/2022,The economic importance of biodiversity | JP Morgan Asset Management&nbsp;&nbsp;J.P. Morgan & Co.,J.P. Morgan & Co.,Sensors-Radar
Tracking agricultural-related deforestation - Phys.org,https://phys.org/news/2022-05-tracking-agricultural-related-deforestation.html,5/5/2022,Tracking agricultural-related deforestation&nbsp;&nbsp;Phys.org,Phys.org,Sensors-Radar
