Title,Link,pubDate,Description,Source,Tag
The week in wildlife – in pictures | Environment - The Guardian,https://www.theguardian.com/environment/gallery/2022/may/27/the-week-in-wildlife-in-pictures,5/27/2022,The week in wildlife – in pictures | Environment&nbsp;&nbsp;The Guardian,The Guardian,Acoustic-Ornitology
Best Father's Day gifts for wildlife lovers | BBC Wildlife - BBC Discover Wildlife,https://www.discoverwildlife.com/reviews/fathers-day-gifts-wildlife/,6/9/2022,Best Father's Day gifts for wildlife lovers | BBC Wildlife&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,Acoustic-Ornitology
Summer Session 2022 offers unique learning opportunities | Cornell Chronicle - Cornell Chronicle,https://news.cornell.edu/stories/2022/06/summer-session-2022-offers-unique-learning-opportunities,6/3/2022,Summer Session 2022 offers unique learning opportunities | Cornell Chronicle&nbsp;&nbsp;Cornell Chronicle,Cornell Chronicle,Acoustic-Ornitology
"Patrick Smiddy: Birds are pollinators, their forgotten acorns often grow into trees - Irish Examiner",https://www.irishexaminer.com/lifestyle/outdoors/arid-40870868.html,5/16/2022,"Patrick Smiddy: Birds are pollinators, their forgotten acorns often grow into trees&nbsp;&nbsp;Irish Examiner",Irish Examiner,Acoustic-Ornitology
New York State Man Arrested Third Time For Peculiar Reason - wpdh.com,https://wpdh.com/new-york-state-man-arrested-for-the-third-for-peculiar-reason/,6/14/2022,New York State Man Arrested Third Time For Peculiar Reason&nbsp;&nbsp;wpdh.com,wpdh.com,Acoustic-Ornitology
Rachel Carson's 'Silent Spring' 60 years on: Birds still fading from the skies - Mongabay.com,https://news.mongabay.com/2022/05/rachel-carsons-silent-spring-60-years-on-birds-still-fading-from-the-skies/,5/23/2022,Rachel Carson's 'Silent Spring' 60 years on: Birds still fading from the skies&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
How America saved its iconic bird from extinction - Boston.com,https://www.boston.com/news/environment/2022/05/24/how-america-saved-its-iconic-bird-from-extinction/,5/24/2022,How America saved its iconic bird from extinction&nbsp;&nbsp;Boston.com,Boston.com,Acoustic-Ornitology
Endangered California Condor Chick Hatches Live in the Wild on ‘Condor Cam’ - Noozhawk,https://www.noozhawk.com/article/endangered_california_condor_chick_hatches_live_in_the_wild_on_condor_cam,5/19/2022,Endangered California Condor Chick Hatches Live in the Wild on ‘Condor Cam’&nbsp;&nbsp;Noozhawk,Noozhawk,Acoustic-Ornitology
Black bear sightings increase in Oklahoma in early summer: Safety tips - Oklahoman.com,https://www.oklahoman.com/story/sports/outdoors/2022/05/30/black-bear-sightings-increase-across-oklahoma-early-summer-safety-tips/9941962002/,5/30/2022,Black bear sightings increase in Oklahoma in early summer: Safety tips&nbsp;&nbsp;Oklahoman.com,Oklahoman.com,Acoustic-Ornitology
'It's just a bird': Online platforms selling lesser-known Indonesian species - Mongabay.com,https://news.mongabay.com/2022/05/its-just-a-bird-online-platforms-selling-lesser-known-indonesian-species/,5/17/2022,'It's just a bird': Online platforms selling lesser-known Indonesian species&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
"Please, don't kidnap the wildlife babies! - Buckmasters Online",https://buckmasters.com/Resources/YBO/Critter-Tales/ID/7830/Please-dont-kidnap-the-wildlife-babies,5/18/2022,"Please, don't kidnap the wildlife babies!&nbsp;&nbsp;Buckmasters Online",Buckmasters Online,Acoustic-Ornitology
Author Steven Rinella's tips for raising 'outdoor kids in an inside world' - WBUR News,https://www.wbur.org/onpoint/2022/06/13/raising-outdoor-kids-in-an-inside-world,6/13/2022,Author Steven Rinella's tips for raising 'outdoor kids in an inside world'&nbsp;&nbsp;WBUR News,WBUR News,Acoustic-Ornitology
New York Breeding Bird Atlas requests help from public - Adirondack Explorer,https://www.adirondackexplorer.org/stories/new-york-breeding-bird-atlas-requests-help-from-public,6/5/2022,New York Breeding Bird Atlas requests help from public&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,Acoustic-Ornitology
New York State Man Arrested For Having Too Many Wildlife Feeders? - wpdh.com,https://wpdh.com/bird-feed-ordinance-laws-new-york/,6/3/2022,New York State Man Arrested For Having Too Many Wildlife Feeders?&nbsp;&nbsp;wpdh.com,wpdh.com,Acoustic-Ornitology
"A South Texan’s Wild, Life-affirming Quest to Break a National Birding Record - Texas Monthly",https://www.texasmonthly.com/being-texan/south-texan-wild-quest-birding-record/,5/18/2022,"A South Texan’s Wild, Life-affirming Quest to Break a National Birding Record&nbsp;&nbsp;Texas Monthly",Texas Monthly,Acoustic-Ornitology
"The Most Awe-Inspiring Photos & Videos from National Geographic, Week of May 21 - Greener Ideal",https://greenerideal.com/news/animals/the-most-awe-inspiring-photos-videos-from-national-geographic-week-of-may-21/,5/21/2022,"The Most Awe-Inspiring Photos & Videos from National Geographic, Week of May 21&nbsp;&nbsp;Greener Ideal",Greener Ideal,Acoustic-Ornitology
Poll the Audience: Using Data From Citizen Science to Keep Wild Birds in Flight - Utah State University,https://www.usu.edu/today/story/?story=poll-the-audience-using-data-from-citizen-science-to-keep-wild-birds-in-flight,5/18/2022,Poll the Audience: Using Data From Citizen Science to Keep Wild Birds in Flight&nbsp;&nbsp;Utah State University,Utah State University,Acoustic-Ornitology
Wildlife faculty member at MSU soars in avian conservation - Mississippi State Newsroom,http://www.msstate.edu/newsroom/article/2022/05/wildlife-faculty-member-msu-soars-avian-conservation,5/4/2022,Wildlife faculty member at MSU soars in avian conservation&nbsp;&nbsp;Mississippi State Newsroom,Mississippi State Newsroom,Acoustic-Ornitology
The carbon cost of monitoring Britain's birds - Birdguides,https://www.birdguides.com/articles/conservation/the-carbon-cost-of-monitoring-britains-birds/,5/31/2022,The carbon cost of monitoring Britain's birds&nbsp;&nbsp;Birdguides,Birdguides,Acoustic-Ornitology
Rare curlew eggs collected and reared from airfields - BBC,https://www.bbc.com/news/uk-england-gloucestershire-61659308,6/1/2022,Rare curlew eggs collected and reared from airfields&nbsp;&nbsp;BBC,BBC,Acoustic-Ornitology
"Finger Lakes Land Trust, once a master's project, conserves 28K acres | Cornell Chronicle - Cornell Chronicle",https://news.cornell.edu/stories/2022/06/finger-lakes-land-trust-once-masters-project-conserves-28k-acres,6/8/2022,"Finger Lakes Land Trust, once a master's project, conserves 28K acres | Cornell Chronicle&nbsp;&nbsp;Cornell Chronicle",Cornell Chronicle,Acoustic-Ornitology
Ukraine war deals ‘massive blow’ to nature as Belarus’s largest wildlife NGO shut down - The Guardian,https://www.theguardian.com/environment/2022/mar/27/ukraine-war-deals-massive-blow-to-nature-as-belarus-largest-wildlife-ngo-shut-down-aoe,3/27/2022,Ukraine war deals ‘massive blow’ to nature as Belarus’s largest wildlife NGO shut down&nbsp;&nbsp;The Guardian,The Guardian,Acoustic-Ornitology
DEC launches Central-Finger Lakes segment of birding trail - Rome Sentinel,"https://romesentinel.com/stories/nysdec-launches-central-finger-lakes-segment-of-birding-trail,134904",5/21/2022,DEC launches Central-Finger Lakes segment of birding trail&nbsp;&nbsp;Rome Sentinel,Rome Sentinel,Acoustic-Ornitology
Tigers Take First Place in New Jersey's World Series of Birding - Princeton Alumni Weekly,https://paw.princeton.edu/article/tigers-take-first-place-new-jerseys-world-series-birding,5/20/2022,Tigers Take First Place in New Jersey's World Series of Birding&nbsp;&nbsp;Princeton Alumni Weekly,Princeton Alumni Weekly,Acoustic-Ornitology
How to get started in birding - The Washington Post,https://www.washingtonpost.com/travel/2022/06/09/birding-beginner-tips-caracara-florida/,6/9/2022,How to get started in birding&nbsp;&nbsp;The Washington Post,The Washington Post,Acoustic-Ornitology
Wing Stop - KNPR,https://knpr.org/desert-companion/2022-05/wing-stop,5/27/2022,Wing Stop&nbsp;&nbsp;KNPR,KNPR,Acoustic-Ornitology
Wildlife ecologist and ornithologist will join SAU faculty to lead Wildlife and Conservation Biology program - News - SAU,https://web.saumag.edu/news/2022/wildlife-ecologist-and-ornithologist-will-join-sau-faculty-to-lead-wildlife-and-conservation-biology-program/,1/21/2022,Wildlife ecologist and ornithologist will join SAU faculty to lead Wildlife and Conservation Biology program - News&nbsp;&nbsp;SAU,SAU,Acoustic-Ornitology
NC State Student Supports Wildlife Conservation in Africa - NC State College of Natural Resources News,https://cnr.ncsu.edu/news/2022/01/nc-state-student-supports-wildlife-conservation-in-africa/,1/24/2022,NC State Student Supports Wildlife Conservation in Africa&nbsp;&nbsp;NC State College of Natural Resources News,NC State College of Natural Resources News,Acoustic-Ornitology
Masked finfoot under threat: A canary in the coalmine of climate change - The Daily Star,https://www.thedailystar.net/views/opinion/news/masked-finfoot-under-threat-canary-the-coalmine-climate-change-3044396,6/10/2022,Masked finfoot under threat: A canary in the coalmine of climate change&nbsp;&nbsp;The Daily Star,The Daily Star,Acoustic-Ornitology
Protected Too Late: U.S. Officials Report More Than 20 Extinctions - The New York Times,https://www.nytimes.com/2021/09/28/climate/endangered-animals-extinct.html,10/4/2021,Protected Too Late: U.S. Officials Report More Than 20 Extinctions&nbsp;&nbsp;The New York Times,The New York Times,Acoustic-Ornitology
Like Roaches? HV Residents Can Earn $2K By Participating in Study - wpdh.com,https://wpdh.com/like-roaches-hudson-valley-residents-can-earn-2k-by-participating-in-study/,6/13/2022,Like Roaches? HV Residents Can Earn $2K By Participating in Study&nbsp;&nbsp;wpdh.com,wpdh.com,Acoustic-Ornitology
Conservation and bird populations | Columns | gettysburgtimes.com - Gettysburg Times,https://www.gettysburgtimes.com/life_entertainment/columns/article_d0e9c2a9-7185-5e73-b5f9-188ce6d07fae.html,5/28/2022,Conservation and bird populations | Columns | gettysburgtimes.com&nbsp;&nbsp;Gettysburg Times,Gettysburg Times,Acoustic-Ornitology
This work is for the birds - The Laker/Lutz News,https://lakerlutznews.com/lln/2022/05/101807/,5/24/2022,This work is for the birds&nbsp;&nbsp;The Laker/Lutz News,The Laker/Lutz News,Acoustic-Ornitology
"50 Bird Pics That Went Horribly Wrong But Ended Up With Hilarious Results, As Shared On This Facebook Group - Bored Panda",https://www.boredpanda.com/bad-funny-bird-photos/,5/18/2022,"50 Bird Pics That Went Horribly Wrong But Ended Up With Hilarious Results, As Shared On This Facebook Group&nbsp;&nbsp;Bored Panda",Bored Panda,Acoustic-Ornitology
Swinton and Coverhead estates win prestigious awards - Harrogate Advertiser,https://www.harrogateadvertiser.co.uk/news/people/swinton-and-coverhead-estates-win-prestigious-awards-3725754,6/9/2022,Swinton and Coverhead estates win prestigious awards&nbsp;&nbsp;Harrogate Advertiser,Harrogate Advertiser,Acoustic-Ornitology
Noted ornithologist Margaret Brittingham retires from Penn State after 33 years - Pennsylvania State University,https://www.psu.edu/news/faculty-and-staff/story/noted-ornithologist-margaret-brittingham-retires-penn-state-after-33-years/,1/7/2022,Noted ornithologist Margaret Brittingham retires from Penn State after 33 years&nbsp;&nbsp;Pennsylvania State University,Pennsylvania State University,Acoustic-Ornitology
These 10 species are lost in the last wilds - we need to find them before they go extinct - BirdLife International,https://www.birdlife.org/news/2022/05/20/these-10-species-are-lost-in-the-last-wilds-we-need-to-find-them-before-they-go-extinct/,5/20/2022,These 10 species are lost in the last wilds - we need to find them before they go extinct&nbsp;&nbsp;BirdLife International,BirdLife International,Acoustic-Ornitology
DEC Announces Opening of Central-Finger Lakes Segment of Statewide Birding Trail - NYS Dept. of Environmental Conservation - New York State Department of Environmental Conservation,https://www.dec.ny.gov/press/125272.html,5/2/2022,DEC Announces Opening of Central-Finger Lakes Segment of Statewide Birding Trail - NYS Dept. of Environmental Conservation&nbsp;&nbsp;New York State Department of Environmental Conservation,New York State Department of Environmental Conservation,Acoustic-Ornitology
This Pioneering Collaboration Will Open a New Window Into Bird Migration - National Audubon Society,https://www.audubon.org/magazine/spring-2022/this-pioneering-collaboration-will-open-new,4/14/2022,This Pioneering Collaboration Will Open a New Window Into Bird Migration&nbsp;&nbsp;National Audubon Society,National Audubon Society,Acoustic-Ornitology
Biodiversity and infrastructure interact to drive tourism to and within Costa Rica | Proceedings of the National Academy of Sciences - pnas.org,https://www.pnas.org/doi/10.1073/pnas.2107662119,3/4/2022,Biodiversity and infrastructure interact to drive tourism to and within Costa Rica | Proceedings of the National Academy of Sciences&nbsp;&nbsp;pnas.org,pnas.org,Acoustic-Ornitology
Registration Open Now For Natural Resources Weekend - ourherald.com,https://www.ourherald.com/articles/registration-open-now-for-natural-resources-weekend/,5/19/2022,Registration Open Now For Natural Resources Weekend&nbsp;&nbsp;ourherald.com,ourherald.com,Acoustic-Ornitology
Is clear-cutting U.S. forests good for wildlife? - National Geographic,https://www.nationalgeographic.com/environment/article/is-clear-cutting-us-forests-good-for-wildlife,3/24/2022,Is clear-cutting U.S. forests good for wildlife?&nbsp;&nbsp;National Geographic,National Geographic,Acoustic-Ornitology
Farms With Natural Habitat Gain More Benefits From Birds - National Audubon Society,https://www.audubon.org/news/farms-natural-habitat-gain-more-benefits-birds,3/23/2022,Farms With Natural Habitat Gain More Benefits From Birds&nbsp;&nbsp;National Audubon Society,National Audubon Society,Acoustic-Ornitology
"In 50 years, the Baltimore oriole population fell by a third; will we risk losing more? | GUEST COMMENTARY - Baltimore Sun",https://www.baltimoresun.com/opinion/op-ed/bs-ed-op-0426-save-the-birds-20220425-f4llzlm5szblxiyh3uvy7hrgqu-story.html,4/25/2022,"In 50 years, the Baltimore oriole population fell by a third; will we risk losing more? | GUEST COMMENTARY&nbsp;&nbsp;Baltimore Sun",Baltimore Sun,Acoustic-Ornitology
How I used a Raspberry Pi to automate birdwatching - ZDNet,https://www.zdnet.com/article/how-i-used-a-raspberry-pi-to-automate-birdwatching/,6/10/2022,How I used a Raspberry Pi to automate birdwatching&nbsp;&nbsp;ZDNet,ZDNet,Acoustic-Ornitology
Film reveals efforts to save world's rarest stork | Cornell Chronicle - Cornell Chronicle,https://news.cornell.edu/stories/2022/01/film-reveals-efforts-save-worlds-rarest-stork,1/18/2022,Film reveals efforts to save world's rarest stork | Cornell Chronicle&nbsp;&nbsp;Cornell Chronicle,Cornell Chronicle,Acoustic-Ornitology
Podcast: Protecting New Guinea's forests with birds-of-paradise and ecotourism - Mongabay.com,https://news.mongabay.com/2022/02/podcast-defending-new-guineas-forests-with-birds-of-paradise-and-ecotourism/,2/16/2022,Podcast: Protecting New Guinea's forests with birds-of-paradise and ecotourism&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
Collision hotspots for migrating birds revealed in new study - EurekAlert,https://www.eurekalert.org/news-releases/949252,4/12/2022,Collision hotspots for migrating birds revealed in new study&nbsp;&nbsp;EurekAlert,EurekAlert,Acoustic-Ornitology
"At Concord Museum Brewster, Audubon, Benson, Sibley, ornithology - MetroWest Daily News",https://www.metrowestdailynews.com/story/lifestyle/2022/02/10/concord-museum-brewster-audubon-benson-sibley-ornithology/6688615001/,2/10/2022,"At Concord Museum Brewster, Audubon, Benson, Sibley, ornithology&nbsp;&nbsp;MetroWest Daily News",MetroWest Daily News,Acoustic-Ornitology
CDFW News | Indiana Artist Wins California Upland Game Bird Stamp Art Contest - California Department of Fish and Wildlife,https://wildlife.ca.gov/News/indiana-artist-wins-california-upland-game-bird-stamp-art-contest,1/26/2022,CDFW News | Indiana Artist Wins California Upland Game Bird Stamp Art Contest&nbsp;&nbsp;California Department of Fish and Wildlife,California Department of Fish and Wildlife,Acoustic-Ornitology
Opinion | The Ivory-Billed Woodpecker Gives Me Hope for the Environment - The New York Times,https://www.nytimes.com/2022/04/25/opinion/ivory-billed-woodpecker-environment-hope.html,4/25/2022,Opinion | The Ivory-Billed Woodpecker Gives Me Hope for the Environment&nbsp;&nbsp;The New York Times,The New York Times,Acoustic-Ornitology
Bird singing contests: A clash of culture and conservation: Research examines how widespread this practice may be - Science Daily,https://www.sciencedaily.com/releases/2021/12/211208110311.htm,12/8/2021,Bird singing contests: A clash of culture and conservation: Research examines how widespread this practice may be&nbsp;&nbsp;Science Daily,Science Daily,Acoustic-Ornitology
CN citizens can use tribal ID when hunting turkey on reservation - Cherokee Phoenix,https://www.cherokeephoenix.org/services/cn-citizens-can-use-tribal-id-when-hunting-turkey-on-reservation/article_6924d664-b778-11ec-bf30-93e200f04a06.html,4/8/2022,CN citizens can use tribal ID when hunting turkey on reservation&nbsp;&nbsp;Cherokee Phoenix,Cherokee Phoenix,Acoustic-Ornitology
Report horseshoe crab sightings to FWC for science - Citrus County Chronicle,https://www.chronicleonline.com/weeklies/wakulla_news/local_news/report-horseshoe-crab-sightings-to-fwc-for-science/article_d041abe4-e695-53b9-b79c-cc1bbb788919.html,3/1/2022,Report horseshoe crab sightings to FWC for science&nbsp;&nbsp;Citrus County Chronicle,Citrus County Chronicle,Acoustic-Ornitology
A Bird's-Eye View of Campus Wildlife - Duke Today,https://today.duke.edu/2022/02/bird%E2%80%99s-eye-view-campus-wildlife,2/21/2022,A Bird's-Eye View of Campus Wildlife&nbsp;&nbsp;Duke Today,Duke Today,Acoustic-Ornitology
Concord Museum exhibit mixes birding and local history - MetroWest Daily News,https://www.metrowestdailynews.com/story/entertainment/arts/2022/04/07/concord-museum-exhibit-mixes-birding-and-local-history/7271029001/,4/7/2022,Concord Museum exhibit mixes birding and local history&nbsp;&nbsp;MetroWest Daily News,MetroWest Daily News,Acoustic-Ornitology
Two new protected areas announced in Orkney - Birdguides,https://www.birdguides.com/news/two-new-protected-areas-announced-in-orkney/,3/5/2022,Two new protected areas announced in Orkney&nbsp;&nbsp;Birdguides,Birdguides,Acoustic-Ornitology
Conservation deaths in 2021 - Mongabay.com,https://news.mongabay.com/2021/12/conservation-deaths-in-2021/,12/30/2021,Conservation deaths in 2021&nbsp;&nbsp;Mongabay.com,Mongabay.com,Acoustic-Ornitology
Taking in young wildlife not a good idea - Muskogee Daily Phoenix,https://www.muskogeephoenix.com/news/taking-in-young-wildlife-not-a-good-idea/article_fb6b9577-331c-5187-8c17-e05f04cb0903.html,5/7/2022,Taking in young wildlife not a good idea&nbsp;&nbsp;Muskogee Daily Phoenix,Muskogee Daily Phoenix,Acoustic-Ornitology
CDFW News | CDFW Seeks Artists to Enter Annual California Duck Stamp Art Contest - California Department of Fish and Wildlife,https://wildlife.ca.gov/News/cdfw-seeks-artists-to-enter-annual-california-duck-stamp-art-contest,3/22/2022,CDFW News | CDFW Seeks Artists to Enter Annual California Duck Stamp Art Contest&nbsp;&nbsp;California Department of Fish and Wildlife,California Department of Fish and Wildlife,Acoustic-Ornitology
"Nature meets culture: A birding board game, a climate-friendly play and more - Conservation International",https://www.conservation.org/blog/nature-meets-culture-a-birding-board-game-a-climate-friendly-play-and-more,3/17/2022,"Nature meets culture: A birding board game, a climate-friendly play and more&nbsp;&nbsp;Conservation International",Conservation International,Acoustic-Ornitology
Primate under threat: Why the slender loris needs a protected area in Tamil Nadu's Dindigul - Down To Earth Magazine,https://www.downtoearth.org.in/blog/wildlife-biodiversity/primate-under-threat-why-the-slender-loris-needs-a-protected-area-in-tamil-nadu-s-dindigul-82678,5/3/2022,Primate under threat: Why the slender loris needs a protected area in Tamil Nadu's Dindigul&nbsp;&nbsp;Down To Earth Magazine,Down To Earth Magazine,Acoustic-Ornitology
"Online trade in rare silvery pigeon is cause for concern, researchers say - Mongabay.com",https://news.mongabay.com/2022/03/online-trade-in-rare-silvery-pigeon-is-cause-for-concern-researchers-say/,3/30/2022,"Online trade in rare silvery pigeon is cause for concern, researchers say&nbsp;&nbsp;Mongabay.com",Mongabay.com,Acoustic-Ornitology
How does wildfire smoke affect wildlife? Here's what we know - National Geographic,https://www.nationalgeographic.com/animals/article/how-does-wildfire-smoke-affect-wildlife,10/19/2021,How does wildfire smoke affect wildlife? Here's what we know&nbsp;&nbsp;National Geographic,National Geographic,Acoustic-Ornitology
A Big Problem in Ecology Research: You May or May Not Get Your Permit – The Wire Science - The Wire Science,https://science.thewire.in/the-sciences/wildlife-field-research-permits-bureaucracy-chief-wildlife-wardens/,12/8/2021,A Big Problem in Ecology Research: You May or May Not Get Your Permit – The Wire Science&nbsp;&nbsp;The Wire Science,The Wire Science,Acoustic-Ornitology
"From New Mexico to Mongolia: Researchers share ideas, interests in restoring landscapes, wildlife - Las Vegas Optic",https://www.lasvegasoptic.com/news/community/from-new-mexico-to-mongolia-researchers-share-ideas-interests-in-restoring-landscapes-wildlife/article_b90efd6e-b118-11ec-935c-f76d75355574.html,3/31/2022,"From New Mexico to Mongolia: Researchers share ideas, interests in restoring landscapes, wildlife&nbsp;&nbsp;Las Vegas Optic",Las Vegas Optic,Acoustic-Ornitology
Researchers: Smart planning needed to minimize impacts on wildlife - Adirondack Explorer,https://www.adirondackexplorer.org/stories/smart-planning-minimize-wildlife-impact,12/10/2021,Researchers: Smart planning needed to minimize impacts on wildlife&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,Acoustic-Ornitology
Finding paths and breaking down barriers: Stories celebrating women in Virginia Tech's College of Natural Resources and Environment - Virginia Tech Daily,https://vtx.vt.edu/articles/2022/02/cnre-celebrating-women-in-cnre.html,2/9/2022,Finding paths and breaking down barriers: Stories celebrating women in Virginia Tech's College of Natural Resources and Environment&nbsp;&nbsp;Virginia Tech Daily,Virginia Tech Daily,Acoustic-Ornitology
"Poison, persecution and people: why Kenya’s raptors are disappearing - The Guardian",https://www.theguardian.com/environment/2022/apr/13/poison-persecution-and-people-why-kenyas-raptors-are-disappearing,4/13/2022,"Poison, persecution and people: why Kenya’s raptors are disappearing&nbsp;&nbsp;The Guardian",The Guardian,Acoustic-Ornitology
FWC resurrects support for osprey as state bird - Citrus County Chronicle,https://www.chronicleonline.com/news/local/fwc-resurrects-support-for-osprey-as-state-bird/article_893beb50-279e-11ec-b6b2-5f5c3ee77a04.html,10/7/2021,FWC resurrects support for osprey as state bird&nbsp;&nbsp;Citrus County Chronicle,Citrus County Chronicle,Acoustic-Ornitology
"URI student takes birdwatching community by storm, discovers bird never before seen in Rhode Island - University of Rhode Island",https://www.uri.edu/news/2021/12/uri-student-takes-birdwatching-community-by-storm-discovers-bird-never-before-seen-in-rhode-island/,12/13/2021,"URI student takes birdwatching community by storm, discovers bird never before seen in Rhode Island&nbsp;&nbsp;University of Rhode Island",University of Rhode Island,Acoustic-Ornitology
Bird Ohio day celebrates the warbler capital of the world - Defiance Crescent News,https://www.crescent-news.com/news/local_news/bird-ohio-day-celebrates-the-warbler-capital-of-the-world/article_b5bfce74-d308-11ec-8c32-c724f6fbe08c.html,5/17/2022,Bird Ohio day celebrates the warbler capital of the world&nbsp;&nbsp;Defiance Crescent News,Defiance Crescent News,Acoustic-Ornitology
Wildlife Diversity At Risk: 23 Species Declared Extinct in 2021 - Cornell University The Cornell Daily Sun,https://cornellsun.com/2022/05/08/wildlife-diversity-at-risk-23-species-declared-extinct-in-2021/,5/8/2022,Wildlife Diversity At Risk: 23 Species Declared Extinct in 2021&nbsp;&nbsp;Cornell University The Cornell Daily Sun,Cornell University The Cornell Daily Sun,Acoustic-Ornitology
Birdman of India: Reminiscing Dr Salim Ali's Contributions to Ornithology on His Birth Anniversary | The Weather Channel - Articles from The Weather Channel | weather.com - The Weather Channel,https://weather.com/en-IN/india/biodiversity/news/2021-11-12-reminiscing-dr-salim-alis-contributions-to-ornithology-on-his,11/12/2021,Birdman of India: Reminiscing Dr Salim Ali's Contributions to Ornithology on His Birth Anniversary | The Weather Channel - Articles from The Weather Channel | weather.com&nbsp;&nbsp;The Weather Channel,The Weather Channel,Acoustic-Ornitology
Artists sought for California Duck Stamp Art Contest - Appeal-Democrat,https://www.appeal-democrat.com/colusa_sun_herald/artists-sought-for-california-duck-stamp-art-contest/article_1fe31d40-d090-11ec-bf64-fb4f5a1ee35d.html,5/11/2022,Artists sought for California Duck Stamp Art Contest&nbsp;&nbsp;Appeal-Democrat,Appeal-Democrat,Acoustic-Ornitology
Could a birding boom in the U.S. help conservation take flight? - National Geographic,https://www.nationalgeographic.com/travel/article/could-a-boom-in-us-birding-help-fund-conservation,9/2/2021,Could a birding boom in the U.S. help conservation take flight?&nbsp;&nbsp;National Geographic,National Geographic,Acoustic-Ornitology
International Bird Rescue to honor volunteers at fundraising event - Fairfield Daily Republic,https://www.dailyrepublic.com/all-dr-news/solano-news/fairfield/international-bird-rescue-to-honor-volunteers-at-fundraising-event/,4/24/2022,International Bird Rescue to honor volunteers at fundraising event&nbsp;&nbsp;Fairfield Daily Republic,Fairfield Daily Republic,Acoustic-Ornitology
