Title,Link,pubDate,Description,Source,Tag
Russian offensive near Popasna slows down - Euromaidan Press,https://euromaidanpress.com/2022/05/23/russo-ukrainian-war-day-89-russian-offensive-near-popasna-slows-down-as-russia-still-seeks-to-encircle-and-capture-sievierodonetsk/,5/23/2022,Russian offensive near Popasna slows down&nbsp;&nbsp;Euromaidan Press,Euromaidan Press,Drones-Aircraft
Using Drones for Environmental Research - AZoCleantech,https://www.azocleantech.com/article.aspx?ArticleID=1519,4/26/2022,Using Drones for Environmental Research&nbsp;&nbsp;AZoCleantech,AZoCleantech,Drones-Aircraft
Unmanned Aerial Vehicle (UAV) Market Size was Estimated at USD 24845 million in 2020 – GMI Research - Digital Journal,https://www.digitaljournal.com/pr/unmanned-aerial-vehicle-uav-market-size-was-estimated-at-usd-24845-million-in-2020-gmi-research,3/30/2022,Unmanned Aerial Vehicle (UAV) Market Size was Estimated at USD 24845 million in 2020 – GMI Research&nbsp;&nbsp;Digital Journal,Digital Journal,Drones-Aircraft
"Russo-Ukrainian war, day 87: Russia's attacks from Popasna area further threaten rest of Luhansk oblast - Euromaidan Press",https://euromaidanpress.com/2022/05/21/russo-ukrainian-war-day-87-russias-attacks-from-popasna-area-further-threaten-rest-of-luhansk-oblast/,5/21/2022,"Russo-Ukrainian war, day 87: Russia's attacks from Popasna area further threaten rest of Luhansk oblast&nbsp;&nbsp;Euromaidan Press",Euromaidan Press,Drones-Aircraft
Whatever Happened to Amazon's Drone Delivery Service? - TIME,https://time.com/6093371/amazon-drone-delivery-service/,11/2/2021,Whatever Happened to Amazon's Drone Delivery Service?&nbsp;&nbsp;TIME,TIME,Drones-Aircraft
"Dallas PD Drone Unit Launches, Air Support Unit - DroneLife",https://dronelife.com/2022/03/08/dallas-pd-drone-unit-after-years-of-research-department-takes-flight/,3/8/2022,"Dallas PD Drone Unit Launches, Air Support Unit&nbsp;&nbsp;DroneLife",DroneLife,Drones-Aircraft
Plymouth Rock Technologies : Annual Report by Foreign Issuer (Form 20-F) - Marketscreener.com,https://www.marketscreener.com/quote/stock/PLYMOUTH-ROCK-TECHNOLOGIE-46952643/news/Plymouth-Rock-Technologies-Annual-Report-by-Foreign-Issuer-Form-20-F-40648906/,6/6/2022,Plymouth Rock Technologies : Annual Report by Foreign Issuer (Form 20-F)&nbsp;&nbsp;Marketscreener.com,Marketscreener.com,Drones-Aircraft
Artificial Intelligence: A Double-Edged Sword - Modern Diplomacy,https://moderndiplomacy.eu/2022/06/14/artificial-intelligence-a-double-edged-sword/,6/13/2022,Artificial Intelligence: A Double-Edged Sword&nbsp;&nbsp;Modern Diplomacy,Modern Diplomacy,Drones-Aircraft
Register a commercial drone | WSDOT - WA.gov,https://wsdot.wa.gov/travel/aviation/pilots-aircraft/register-commercial-drone,3/17/2022,Register a commercial drone | WSDOT&nbsp;&nbsp;WA.gov,WA.gov,Drones-Aircraft
FY23 Community Funding Project Requests | U.S - Senator Chris Van Hollen,https://www.vanhollen.senate.gov/community-funding-project-requests,5/19/2022,FY23 Community Funding Project Requests | U.S&nbsp;&nbsp;Senator Chris Van Hollen,Senator Chris Van Hollen,Drones-Aircraft
These 5 tech innovations can protect wildlife and Earth - YourStory,https://yourstory.com/socialstory/2022/03/drone-ai-image-sensor-tech-innovations-protect-wildlife-earth/amp,3/30/2022,These 5 tech innovations can protect wildlife and Earth&nbsp;&nbsp;YourStory,YourStory,Drones-Aircraft
"Who Owns (And Controls) the Sky? Unresolved Jurisdiction, Property, and Privacy Issues For Consumer and Commercial Drone Operators - JD Supra",https://www.jdsupra.com/legalnews/who-owns-and-controls-the-sky-5505044/,8/11/2021,"Who Owns (And Controls) the Sky? Unresolved Jurisdiction, Property, and Privacy Issues For Consumer and Commercial Drone Operators&nbsp;&nbsp;JD Supra",JD Supra,Drones-Aircraft
What Happened on Day 98 of the War in Ukraine - The New York Times,https://www.nytimes.com/live/2022/06/01/world/russia-ukraine-war-news,6/1/2022,What Happened on Day 98 of the War in Ukraine&nbsp;&nbsp;The New York Times,The New York Times,Drones-Aircraft
Ukraine's SSSCIP discusses the cyber phases of Russia's war. Atlassian patches Confluence;. State actor exploits Follina. - The CyberWire,https://thecyberwire.com/newsletters/daily-briefing/11/108,6/6/2022,Ukraine's SSSCIP discusses the cyber phases of Russia's war. Atlassian patches Confluence;. State actor exploits Follina.&nbsp;&nbsp;The CyberWire,The CyberWire,Drones-Aircraft
"Russo-Ukrainian war, day 82: Russia loses its one-day gains near Donetsk, keeps focus on Luhansk Oblast - Euromaidan Press",https://euromaidanpress.com/2022/05/16/russo-ukrainian-war-day-82-russia-loses-its-one-day-gains-near-donetsk-keeps-focus-on-luhansk-oblast/,5/16/2022,"Russo-Ukrainian war, day 82: Russia loses its one-day gains near Donetsk, keeps focus on Luhansk Oblast&nbsp;&nbsp;Euromaidan Press",Euromaidan Press,Drones-Aircraft
How drone-assisted technology is shaping the modern-day agricultural ecosystem? - Times of India,https://timesofindia.indiatimes.com/blogs/voices/how-drone-assisted-technology-is-shaping-the-modern-day-agricultural-ecosystem/,3/26/2022,How drone-assisted technology is shaping the modern-day agricultural ecosystem?&nbsp;&nbsp;Times of India,Times of India,Drones-Aircraft
Pipistrel Selects Honeywell’s Revolutionary sUAS SATCOM System For All Unmanned Aircraft Platforms - sUAS News,https://www.suasnews.com/2021/08/pipistrel-selects-honeywells-revolutionary-suas-satcom-system-for-all-unmanned-aircraft-platforms/,8/18/2021,Pipistrel Selects Honeywell’s Revolutionary sUAS SATCOM System For All Unmanned Aircraft Platforms&nbsp;&nbsp;sUAS News,sUAS News,Drones-Aircraft
Loitering Munitions in Ukraine and Beyond - War on the Rocks,https://warontherocks.com/2022/04/loitering-munitions-in-ukraine-and-beyond/,4/22/2022,Loitering Munitions in Ukraine and Beyond&nbsp;&nbsp;War on the Rocks,War on the Rocks,Drones-Aircraft
"PINS: Don't fly drones at national parks, seashores - KIIITV.com",https://www.kiiitv.com/article/news/local/flying-drones-banned-at-pins/503-9ac4d471-a3e1-4c20-b835-8f556da98d0b,7/12/2021,"PINS: Don't fly drones at national parks, seashores&nbsp;&nbsp;KIIITV.com",KIIITV.com,Drones-Aircraft
AI Fundamentals: The Evolution of AI in Drone Systems - Inside Unmanned Systems,https://insideunmannedsystems.com/ai-fundamentals-the-evolution-of-ai-in-drone-systems/,10/26/2021,AI Fundamentals: The Evolution of AI in Drone Systems&nbsp;&nbsp;Inside Unmanned Systems,Inside Unmanned Systems,Drones-Aircraft
Kamikaze drones: A new weapon brings power and peril to the U.S. military - NBC News,https://www.nbcnews.com/news/military/kamikaze-drones-new-weapon-brings-power-peril-u-s-military-n1285415,12/6/2021,Kamikaze drones: A new weapon brings power and peril to the U.S. military&nbsp;&nbsp;NBC News,NBC News,Drones-Aircraft
How are Sensors Used in Conservation Efforts? - AZoSensors,https://www.azosensors.com/article.aspx?ArticleID=2414,12/29/2021,How are Sensors Used in Conservation Efforts?&nbsp;&nbsp;AZoSensors,AZoSensors,Drones-Aircraft
"Naval Surface Warfare Center, Port Hueneme Division Partners with Industry on Exploring Unmanned Aerial Vehicles and Sensors to Detect Corrosion on Navy Combat Systems - DVIDS",https://www.dvidshub.net/news/400916/naval-surface-warfare-center-port-hueneme-division-partners-with-industry-exploring-unmanned-aerial-vehicles-and-sensors-detect-corrosion,7/14/2021,"Naval Surface Warfare Center, Port Hueneme Division Partners with Industry on Exploring Unmanned Aerial Vehicles and Sensors to Detect Corrosion on Navy Combat Systems&nbsp;&nbsp;DVIDS",DVIDS,Drones-Aircraft
Follina zero-day. Ransomware notes: gangland update. Cyber threats to agriculture. Cyber phases of Russia's hybrid war. - The CyberWire,https://thecyberwire.com/newsletters/daily-briefing/11/104,5/31/2022,Follina zero-day. Ransomware notes: gangland update. Cyber threats to agriculture. Cyber phases of Russia's hybrid war.&nbsp;&nbsp;The CyberWire,The CyberWire,Drones-Aircraft
Elroy Air – Design Summer 2022 Intern - sUAS News,https://www.suasnews.com/2022/05/elroy-air-design-summer-2022-intern/,5/6/2022,Elroy Air – Design Summer 2022 Intern&nbsp;&nbsp;sUAS News,sUAS News,Drones-Aircraft
What Happened on Day 97 of the War in Ukraine - The New York Times,https://www.nytimes.com/live/2022/05/31/world/russia-ukraine-war-news,5/31/2022,What Happened on Day 97 of the War in Ukraine&nbsp;&nbsp;The New York Times,The New York Times,Drones-Aircraft
Global UAV Drones Market Trajectory & Analytics Report 2022 - ResearchAndMarkets.com - Business Wire,https://www.businesswire.com/news/home/20220118005909/en/Global-UAV-Drones-Market-Trajectory-Analytics-Report-2022---ResearchAndMarkets.com,1/18/2022,Global UAV Drones Market Trajectory & Analytics Report 2022 - ResearchAndMarkets.com&nbsp;&nbsp;Business Wire,Business Wire,Drones-Aircraft
This Laboratory Perfects Drones in an Ultra-Quiet Room - Lab Manager Magazine,https://www.labmanager.com/labs-less-ordinary/this-laboratory-perfects-drones-in-an-ultra-quiet-room-27139,12/1/2021,This Laboratory Perfects Drones in an Ultra-Quiet Room&nbsp;&nbsp;Lab Manager Magazine,Lab Manager Magazine,Drones-Aircraft
