Title,Link,pubDate,Description,Source,Tag
Prediction of treatment outcome in neovascular age-related macular degeneration using a novel convolutional neural network | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-09642-7,4/7/2022,Prediction of treatment outcome in neovascular age-related macular degeneration using a novel convolutional neural network | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Motion illusion-like patterns extracted from photo and art images using predictive deep neural networks | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-07438-3,3/10/2022,Motion illusion-like patterns extracted from photo and art images using predictive deep neural networks | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Programmable photonic neural networks combining WDM with coherent linear optics | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-09370-y,4/4/2022,Programmable photonic neural networks combining WDM with coherent linear optics | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Ultrafast laser ablation simulator using deep neural networks | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-09870-x,4/7/2022,Ultrafast laser ablation simulator using deep neural networks | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Streamflow prediction using an integrated methodology based on convolutional neural network and long short-term memory networks | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-96751-4,9/1/2021,Streamflow prediction using an integrated methodology based on convolutional neural network and long short-term memory networks | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Entanglement unlocks scaling for quantum machine learning: New No-Free-Lunch theorem for quantum neural networks gives hope for quantum speedup - Science Daily,https://www.sciencedaily.com/releases/2022/02/220224125214.htm,2/24/2022,Entanglement unlocks scaling for quantum machine learning: New No-Free-Lunch theorem for quantum neural networks gives hope for quantum speedup&nbsp;&nbsp;Science Daily,Science Daily,AI-CNN
Where did that sound come from? Neuroscientists have developed a computer model that can answer that question as well as the human brain - Science Daily,https://www.sciencedaily.com/releases/2022/01/220127114318.htm,1/27/2022,Where did that sound come from? Neuroscientists have developed a computer model that can answer that question as well as the human brain&nbsp;&nbsp;Science Daily,Science Daily,AI-CNN
Deep learning and citizen science enable automated plant trait predictions from photographs | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-95616-0,8/12/2021,Deep learning and citizen science enable automated plant trait predictions from photographs | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Deep learning shows declining groundwater levels in Germany until 2100 due to climate change - Nature.com,https://www.nature.com/articles/s41467-022-28770-2,3/9/2022,Deep learning shows declining groundwater levels in Germany until 2100 due to climate change&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Artificial intelligence deep learning for 3D IC reliability prediction | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-08179-z,4/25/2022,Artificial intelligence deep learning for 3D IC reliability prediction | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Deep learning approach for chemistry and processing history prediction from materials microstructure | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-08484-7,3/16/2022,Deep learning approach for chemistry and processing history prediction from materials microstructure | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-CNN
Lensless Optoelectronic Neural Network Developed for Computer Vision Operations - AZoOptics,https://www.azooptics.com/News.aspx?newsID=27611,5/9/2022,Lensless Optoelectronic Neural Network Developed for Computer Vision Operations&nbsp;&nbsp;AZoOptics,AZoOptics,AI-CNN
