Title,Link,pubDate,Description,Source,Tag
Reply: Automation and Artificial Intelligence Are the Strategic Keys for an Effective Defense Against Growing Threats in the Digital World - Yahoo Finance,https://finance.yahoo.com/news/reply-automation-artificial-intelligence-strategic-093500003.html,5/30/2022,Reply: Automation and Artificial Intelligence Are the Strategic Keys for an Effective Defense Against Growing Threats in the Digital World&nbsp;&nbsp;Yahoo Finance,Yahoo Finance,Sensors-Sonar
KDWP Fisheries Staff Test Latest Technology in Ground-breaking Study - Kansas Department of Wildlife and Parks,https://ksoutdoors.com/KDWP-Info/News/Weekly-News/2-17-22-KDWP-Fisheries-Staff-Test-Latest-Technology-in-Ground-breaking-Study/KDWP-Fisheries-Staff-Test-Latest-Technology-in-Ground-breaking-Study,2/17/2022,KDWP Fisheries Staff Test Latest Technology in Ground-breaking Study&nbsp;&nbsp;Kansas Department of Wildlife and Parks,Kansas Department of Wildlife and Parks,Sensors-Sonar
Saildrone Surveyor Earns Ocean Innovation Award for Revolutionizing Ocean Mapping - Saildrone,https://www.saildrone.com/news/surveyor-2022-ocean-award-innovation-blue-marine-foundation,5/10/2022,Saildrone Surveyor Earns Ocean Innovation Award for Revolutionizing Ocean Mapping&nbsp;&nbsp;Saildrone,Saildrone,Sensors-Sonar
Protecting Our Marine Wildlife During Offshore Wind Surveys - NRDC (Natural Resources Defense Council),https://www.nrdc.org/experts/francine-kershaw/protecting-our-marine-wildlife-during-offshore-wind-surveys,3/4/2022,Protecting Our Marine Wildlife During Offshore Wind Surveys&nbsp;&nbsp;NRDC (Natural Resources Defense Council),NRDC (Natural Resources Defense Council),Sensors-Sonar
A million photos offer insight into the secretive lives of local wildlife - Irvine Standard,https://www.irvinestandard.com/2022/a-million-photos-offer-insight-into-the-secretive-lives-of-local-wildlife/,5/4/2022,A million photos offer insight into the secretive lives of local wildlife&nbsp;&nbsp;Irvine Standard,Irvine Standard,Sensors-Sonar
How creativity can aid the fight against climate change - i-D,https://i-d.vice.com/en_uk/article/qjkd83/how-creativity-can-aid-the-fight-against-climate-change,6/8/2022,How creativity can aid the fight against climate change&nbsp;&nbsp;i-D,i-D,Sensors-Sonar
"Live sonar could take the sport out of fishing in Kansas, anglers say - The Topeka Capital-Journal",https://www.cjonline.com/story/news/2022/05/15/does-live-sonar-help-casual-anglers-catch-more-crappie-kansas-livescope/7310248001/,5/15/2022,"Live sonar could take the sport out of fishing in Kansas, anglers say&nbsp;&nbsp;The Topeka Capital-Journal",The Topeka Capital-Journal,Sensors-Sonar
We've discovered why some whales stop feeding in response to the sound of sonar - theconversation.com,https://theconversation.com/weve-discovered-why-some-whales-stop-feeding-in-response-to-the-sound-of-sonar-179541,3/25/2022,We've discovered why some whales stop feeding in response to the sound of sonar&nbsp;&nbsp;theconversation.com,theconversation.com,Sensors-Sonar
"Ukraine war may be causing rise in dolphin deaths, say scientists - The Guardian",https://www.theguardian.com/environment/2022/may/10/ukraine-war-rise-dolphin-deaths-strandings-black-sea,5/11/2022,"Ukraine war may be causing rise in dolphin deaths, say scientists&nbsp;&nbsp;The Guardian",The Guardian,Sensors-Sonar
Study Shows How a Noisy Ocean Hurts its Inhabitants - Nature World News,https://www.natureworldnews.com/articles/50424/20220418/study-shows-how-a-noisy-ocean-hurts-its-inhabitants.htm,4/18/2022,Study Shows How a Noisy Ocean Hurts its Inhabitants&nbsp;&nbsp;Nature World News,Nature World News,Sensors-Sonar
10 Hot Ecology Topics for the New Generation - E/The Environmental Magazine,https://emagazine.com/10-hot-ecology-topics-for-the-new-generation/,11/27/2021,10 Hot Ecology Topics for the New Generation&nbsp;&nbsp;E/The Environmental Magazine,E/The Environmental Magazine,Sensors-Sonar
Offshore wind farms: A distraction or a resource? - Coastal Point,https://www.coastalpoint.com/news/offshore-wind-farms-a-distraction-or-a-resource/article_3c2621f4-dd07-11ec-bfe5-f3827c8f7b7e.html,5/26/2022,Offshore wind farms: A distraction or a resource?&nbsp;&nbsp;Coastal Point,Coastal Point,Sensors-Sonar
An ocean of noise: how sonic pollution is hurting marine life - The Guardian,https://www.theguardian.com/environment/2022/apr/12/ocean-of-noise-sonic-pollution-hurting-marine-life,4/12/2022,An ocean of noise: how sonic pollution is hurting marine life&nbsp;&nbsp;The Guardian,The Guardian,Sensors-Sonar
Boone and Crockett limits hunting technology for record books - Poughkeepsie Journal,https://www.poughkeepsiejournal.com/story/sports/recreational/2022/01/20/boone-and-crockett-limits-hunting-technology-record-books/6571158001/,1/20/2022,Boone and Crockett limits hunting technology for record books&nbsp;&nbsp;Poughkeepsie Journal,Poughkeepsie Journal,Sensors-Sonar
