Title,Link,pubDate,Description,Source,Tag
Game commission to hold junior game warden camps - Uniontown Herald Standard,https://www.heraldstandard.com/gcm/sports/game-commission-to-hold-junior-game-warden-camps/article_1ed0f646-eb40-11ec-a80d-7b64b6a66060.html,6/13/2022,Game commission to hold junior game warden camps&nbsp;&nbsp;Uniontown Herald Standard,Uniontown Herald Standard,Tracking
Can Humans and Jaguars Coexist? A Wildlife Biologist Uses Technology and Education to Reduce Conflict - Smithsonian Magazine,https://www.smithsonianmag.com/blogs/smithsonian-tropical-research-institute/2022/05/27/can-humans-and-jaguars-coexist-a-wildlife-biologist-uses-technology-and-education-to-reduce-conflict/,5/27/2022,Can Humans and Jaguars Coexist? A Wildlife Biologist Uses Technology and Education to Reduce Conflict&nbsp;&nbsp;Smithsonian Magazine,Smithsonian Magazine,Tracking
These new technologies could transform wildlife conservation - The Hill,https://thehill.com/changing-america/sustainability/environment/592820-these-new-technologies-could-transform-wildlife/,2/4/2022,These new technologies could transform wildlife conservation&nbsp;&nbsp;The Hill,The Hill,Tracking
"Visitors To Disney’s Animal Kingdom May Spot Something New Around Rhinos’ Ankles, Here’s What It Is - TravelAwaits",https://www.travelawaits.com/2765741/walt-disney-world-animal-kingdom-rhinos-fitness-trackers/,5/21/2022,"Visitors To Disney’s Animal Kingdom May Spot Something New Around Rhinos’ Ankles, Here’s What It Is&nbsp;&nbsp;TravelAwaits",TravelAwaits,Tracking
This Lion Safari Gives Travelers a Deeper Look at Wildlife Conservation in Africa - AFAR Media,https://www.afar.com/magazine/how-safari-company-andbeyond-is-helping-lions-thrive,5/18/2022,This Lion Safari Gives Travelers a Deeper Look at Wildlife Conservation in Africa&nbsp;&nbsp;AFAR Media,AFAR Media,Tracking
"In Singapore, a forensics lab wields CSI-like tech against wildlife traffickers - Mongabay.com",https://news.mongabay.com/2022/05/in-singapore-a-forensics-lab-wields-csi-like-tech-against-wildlife-traffickers/,5/20/2022,"In Singapore, a forensics lab wields CSI-like tech against wildlife traffickers&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Controversy grows over elephant trophy hunting - Fairplanet,https://www.fairplanet.org/story/controversy-grows-over-elephant-trophy-hunting/,6/7/2022,Controversy grows over elephant trophy hunting&nbsp;&nbsp;Fairplanet,Fairplanet,Tracking
"""Wildlife-friendly"" infrastructure rules in Indian subcontinent miss out birds - Mongabay-India",https://india.mongabay.com/2022/06/nepal-and-indias-infrastructure-rules-are-wildlife-friendly-but-not-for-birds/,6/8/2022,"""Wildlife-friendly"" infrastructure rules in Indian subcontinent miss out birds&nbsp;&nbsp;Mongabay-India",Mongabay-India,Tracking
Rehabilitation research returns orphaned cheetahs to the wild - Mongabay.com,https://news.mongabay.com/2022/06/rehabilitation-research-returns-orphaned-cheetahs-to-the-wild/,6/1/2022,Rehabilitation research returns orphaned cheetahs to the wild&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Scientists are tracking endangered lake sturgeon in the Mississippi River. - NPR,https://www.npr.org/2022/05/16/1099096687/missouri-scientists-work-to-save-lake-sturgeon-by-electronically-tracking-them,5/16/2022,Scientists are tracking endangered lake sturgeon in the Mississippi River.&nbsp;&nbsp;NPR,NPR,Tracking
Conneaut Port Authority hosts bird monitoring station | News | starbeacon.com - The Star Beacon,https://www.starbeacon.com/news/conneaut-port-authority-hosts-bird-monitoring-station/article_27a7e83a-e5ad-11ec-8a92-8bc1bc058332.html,6/7/2022,Conneaut Port Authority hosts bird monitoring station | News | starbeacon.com&nbsp;&nbsp;The Star Beacon,The Star Beacon,Tracking
Protecting game paths: New federal program to incentivize owners to maintain habitats - Sublette Examiner,https://subletteexaminer.com/article/protecting-game-paths-new-federal-program-to-incentivize-owners-to-maintain-habitats,5/24/2022,Protecting game paths: New federal program to incentivize owners to maintain habitats&nbsp;&nbsp;Sublette Examiner,Sublette Examiner,Tracking
"Hilochee area in Polk, divided by I-4, will soon get crossing for wildlife - The Ledger",https://www.theledger.com/story/news/local/2022/05/31/hilochee-wildlife-management-area-divided-interstate-4-get-crossing-wildlife/9809226002/,5/31/2022,"Hilochee area in Polk, divided by I-4, will soon get crossing for wildlife&nbsp;&nbsp;The Ledger",The Ledger,Tracking
"In Romania’s Transylvanian Alps, See Bison on Safari - The New York Times",https://www.nytimes.com/2022/05/18/travel/romania-transylvanian-alps-bison.html,5/19/2022,"In Romania’s Transylvanian Alps, See Bison on Safari&nbsp;&nbsp;The New York Times",The New York Times,Tracking
Biden's Saudi soft sell- POLITICO - POLITICO,https://www.politico.com/newsletters/morning-energy/2022/06/14/bidens-saudi-soft-sell-00039324,6/14/2022,Biden's Saudi soft sell- POLITICO&nbsp;&nbsp;POLITICO,POLITICO,Tracking
Evaluating the benefits and risks of social media for wildlife conservation - FACETS Journal,https://www.facetsjournal.com/doi/10.1139/facets-2021-0112,3/10/2022,Evaluating the benefits and risks of social media for wildlife conservation&nbsp;&nbsp;FACETS Journal,FACETS Journal,Tracking
"From CPP: Elk and other large species in NC mountains constrained by changing habitats, human activity - Mountain Xpress",https://mountainx.com/news/from-cpp-elk-and-other-large-species-in-nc-mountains-constrained-by-changing-habitats-human-activity/,5/26/2022,"From CPP: Elk and other large species in NC mountains constrained by changing habitats, human activity&nbsp;&nbsp;Mountain Xpress",Mountain Xpress,Tracking
How Light and Noise Pollution Confound Animals' Senses - The Atlantic,https://www.theatlantic.com/magazine/archive/2022/07/light-noise-pollution-animal-sensory-impact/638446/,6/13/2022,How Light and Noise Pollution Confound Animals' Senses&nbsp;&nbsp;The Atlantic,The Atlantic,Tracking
ISSUES AT STAKE: SA’s human-wildlife conflict needs urgent attention from authorities - Zululand Observer,https://zululandobserver.co.za/269828/issues-at-stake-sas-human-wildlife-conflict-needs-urgent-attention-from-authorities/,5/22/2022,ISSUES AT STAKE: SA’s human-wildlife conflict needs urgent attention from authorities&nbsp;&nbsp;Zululand Observer,Zululand Observer,Tracking
Huge Black Bear Killed After Two Year Rampage in Washington - Newsweek,https://www.newsweek.com/huge-black-bear-killed-after-two-year-rampage-washington-1710395,5/26/2022,Huge Black Bear Killed After Two Year Rampage in Washington&nbsp;&nbsp;Newsweek,Newsweek,Tracking
"Tenerife’s most beautiful national park and protected areas, from pine forests to volcanic peaks - Lonely Planet Travel News",https://www.lonelyplanet.com/articles/best-national-parks-tenerife,5/31/2022,"Tenerife’s most beautiful national park and protected areas, from pine forests to volcanic peaks&nbsp;&nbsp;Lonely Planet Travel News",Lonely Planet Travel News,Tracking
"Man arrested for ""most egregious crabbing in San Francisco's history"" - Boing Boing",https://boingboing.net/2022/06/03/man-arrested-for-most-egregious-crabbing-in-san-franciscos-history.html,6/3/2022,"Man arrested for ""most egregious crabbing in San Francisco's history""&nbsp;&nbsp;Boing Boing",Boing Boing,Tracking
Endangered Animals Species Spotlight: Black Rhinos - EARTH.ORG,https://earth.org/endangered-animals-species-black-rhinos/,5/19/2022,Endangered Animals Species Spotlight: Black Rhinos&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,Tracking
Mountain lion sighted and captured in Newport Beach on Port Cardigan Place - Los Angeles Times,https://www.latimes.com/socal/daily-pilot/news/story/2022-05-23/mountain-lion-sighted-and-captured-in-newport-beach-on-port-cardigan-place,5/23/2022,Mountain lion sighted and captured in Newport Beach on Port Cardigan Place&nbsp;&nbsp;Los Angeles Times,Los Angeles Times,Tracking
"Wildlife don't recognize borders, nor does climate change. Conservation should keep up - Mongabay.com",https://news.mongabay.com/2022/04/wildlife-dont-recognize-borders-nor-does-climate-change-conservation-should-keep-up/,4/28/2022,"Wildlife don't recognize borders, nor does climate change. Conservation should keep up&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Call of the loons is heard — and the call to help them - Star Tribune,https://www.startribune.com/loon-monitor-chicks-nests-birds-minnesota-conservation-dnr/600174863/,5/20/2022,Call of the loons is heard — and the call to help them&nbsp;&nbsp;Star Tribune,Star Tribune,Tracking
An Urban Wildlife Bridge Is Coming to California - The New Yorker,https://www.newyorker.com/news/letter-from-los-angeles/an-urban-wildlife-bridge-is-coming-to-california,5/17/2022,An Urban Wildlife Bridge Is Coming to California&nbsp;&nbsp;The New Yorker,The New Yorker,Tracking
Kosciuszko Koala sightings raise hopes for species' survival - About Regional,https://aboutregional.com.au/kosciuszko-koala-sightings-raise-hopes-for-species-survival/,6/12/2022,Kosciuszko Koala sightings raise hopes for species' survival&nbsp;&nbsp;About Regional,About Regional,Tracking
How restoring abandoned farms to natural habitats can mitigate climate change - Princeton University,https://www.princeton.edu/news/2022/06/09/how-restoring-abandoned-farms-natural-habitats-can-mitigate-climate-change,6/9/2022,How restoring abandoned farms to natural habitats can mitigate climate change&nbsp;&nbsp;Princeton University,Princeton University,Tracking
Find my elephant: The conservation apps revolutionizing how rangers work - Mongabay.com,https://news.mongabay.com/2021/08/find-my-elephant-the-conservation-apps-revolutionizing-how-rangers-work/,8/30/2021,Find my elephant: The conservation apps revolutionizing how rangers work&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Governor DeWine highlights historic investments in capital budget bill - The Highland County Press,https://highlandcountypress.com/Content/In-The-News/In-The-News/Article/Governor-DeWine-highlights-historic-investments-in-capital-budget-bill/2/20/79966,6/14/2022,Governor DeWine highlights historic investments in capital budget bill&nbsp;&nbsp;The Highland County Press,The Highland County Press,Tracking
Best Practice in Delivering the 30x30 Target | TNC - The Nature Conservancy,https://www.nature.org/en-us/what-we-do/our-insights/perspectives/effective-area-based-biodiversity-conservation-defra/,5/6/2022,Best Practice in Delivering the 30x30 Target | TNC&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Tracking
Southeast Asian protected areas are effective in conserving forest cover and forest carbon stocks compared to unprotected areas | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-03188-w,12/9/2021,Southeast Asian protected areas are effective in conserving forest cover and forest carbon stocks compared to unprotected areas | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Tracking
How Brazil is working to save the rare lion tamarins of the Atlantic Forest - Mongabay.com,https://news.mongabay.com/2022/06/how-brazil-is-working-to-save-the-rare-lion-tamarins-of-the-atlantic-forest/,6/1/2022,How Brazil is working to save the rare lion tamarins of the Atlantic Forest&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Afro-Colombian community safeguards pristine oceans with new protected area - Mongabay.com,https://news.mongabay.com/2022/02/afro-caribbean-community-safeguards-pristine-oceans-with-new-protected-area/,2/21/2022,Afro-Colombian community safeguards pristine oceans with new protected area&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Coastal Wetlands at Risk - Climate Central,https://www.climatecentral.org/climate-matters/coastal-wetlands-at-risk,6/8/2022,Coastal Wetlands at Risk&nbsp;&nbsp;Climate Central,Climate Central,Tracking
"Oil spill contaminates wildlife, beaches and protected areas in Peru - Mongabay.com",https://news.mongabay.com/2022/03/oil-spill-contaminates-wildlife-beaches-and-protected-areas-in-peru/,3/25/2022,"Oil spill contaminates wildlife, beaches and protected areas in Peru&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
"Ecotours aimed at saving monkeys are likely stressing them out, study finds - Mongabay.com",https://news.mongabay.com/2022/05/ecotours-aimed-at-saving-monkeys-are-likely-stressing-them-out-study-finds/,5/23/2022,"Ecotours aimed at saving monkeys are likely stressing them out, study finds&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Wildlife Scientists Are Solving Big Data Problems to Track Animals Around the Globe - NC State News,https://news.ncsu.edu/2021/12/wildlife-scientists-are-solving-big-data-problems-to-track-animals-around-the-globe/,12/15/2021,Wildlife Scientists Are Solving Big Data Problems to Track Animals Around the Globe&nbsp;&nbsp;NC State News,NC State News,Tracking
"Road project threatens to derail Nepal's conservation gains, study says - Mongabay.com",https://news.mongabay.com/2022/03/road-project-threatens-to-derail-nepals-conservation-gains-study-says/,3/18/2022,"Road project threatens to derail Nepal's conservation gains, study says&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Why Climate Change Could Put New Conservation Areas in Jeopardy - Yale Environment 360,https://e360.yale.edu/features/why-climate-change-could-put-new-conservation-areas-in-jeopardy,11/11/2021,Why Climate Change Could Put New Conservation Areas in Jeopardy&nbsp;&nbsp;Yale Environment 360,Yale Environment 360,Tracking
Study: Most biodiversity hotspots lack formal protection in Borneo and Sumatra - Mongabay.com,https://news.mongabay.com/2022/04/study-most-biodiversity-hotspots-lack-formal-protection-in-borneo-and-sumatra/,4/12/2022,Study: Most biodiversity hotspots lack formal protection in Borneo and Sumatra&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
"Regrow, Not Reuse: How Restoring Abandoned Farms Can Mitigate Climate Change - Eurasia Review",https://www.eurasiareview.com/26052022-regrow-not-reuse-how-restoring-abandoned-farms-can-mitigate-climate-change/,5/26/2022,"Regrow, Not Reuse: How Restoring Abandoned Farms Can Mitigate Climate Change&nbsp;&nbsp;Eurasia Review",Eurasia Review,Tracking
Pasture replaces large tract of intact primary forest in Brazilian protected area - Mongabay.com,https://news.mongabay.com/2022/05/pasture-replaces-large-tract-of-intact-primary-forest-in-brazilian-protected-area/,5/13/2022,Pasture replaces large tract of intact primary forest in Brazilian protected area&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Yellowstone pronghorn book details struggle to survive | State & Regional | billingsgazette.com - Billings Gazette,https://billingsgazette.com/news/state-and-regional/yellowstone-pronghorn-book-details-struggle-to-survive/article_0f3abd72-e8e6-11ec-a70b-5f57e4c64f55.html,6/12/2022,Yellowstone pronghorn book details struggle to survive | State & Regional | billingsgazette.com&nbsp;&nbsp;Billings Gazette,Billings Gazette,Tracking
"In prioritizing conservation, animal culture should be a factor, study says - Mongabay.com",https://news.mongabay.com/2022/02/in-prioritizing-conservation-animal-culture-should-be-a-factor-study-says/,2/1/2022,"In prioritizing conservation, animal culture should be a factor, study says&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
"In plan for African wildlife corridors, there's more than one elephant in the room - Mongabay.com",https://news.mongabay.com/2022/03/in-plan-for-african-wildlife-corridors-theres-more-than-one-elephant-in-the-room/,3/7/2022,"In plan for African wildlife corridors, there's more than one elephant in the room&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Poll the audience: Using data from citizen science to keep wild birds in flight: Data from birding apps offer utility to researchers and managers - Science Daily,https://www.sciencedaily.com/releases/2022/05/220519132738.htm,5/19/2022,Poll the audience: Using data from citizen science to keep wild birds in flight: Data from birding apps offer utility to researchers and managers&nbsp;&nbsp;Science Daily,Science Daily,Tracking
The gasoline pressure valve- POLITICO - POLITICO,https://www.politico.com/newsletters/morning-energy/2022/06/13/the-gasoline-pressure-valve-00039041,6/13/2022,The gasoline pressure valve- POLITICO&nbsp;&nbsp;POLITICO,POLITICO,Tracking
Cuba boosts marine protected coverage with new area spanning reefs to mangroves - Mongabay.com,https://news.mongabay.com/2022/01/cuba-boosts-marine-protected-coverage-with-new-area-spanning-reefs-to-mangroves/,1/27/2022,Cuba boosts marine protected coverage with new area spanning reefs to mangroves&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
How Conserving 30 Percent of U.S. Land by 2030 Could Work - Scientific American,https://www.scientificamerican.com/article/how-conserving-30-percent-of-u-s-land-by-2030-could-work/,4/22/2022,How Conserving 30 Percent of U.S. Land by 2030 Could Work&nbsp;&nbsp;Scientific American,Scientific American,Tracking
"Conservation costs are rarely reported, making it difficult to prioritize funding - Mongabay.com",https://news.mongabay.com/2022/04/conservation-costs-are-rarely-reported-making-it-difficult-to-prioritize-funding/,4/29/2022,"Conservation costs are rarely reported, making it difficult to prioritize funding&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Can ecotourism save Cambodia's 'ghost parks'? - Mongabay.com,https://news.mongabay.com/2022/02/can-ecotourism-save-cambodias-ghost-parks/,2/8/2022,Can ecotourism save Cambodia's 'ghost parks'?&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Creating an Atlas for Conservation Action - NRDC (Natural Resources Defense Council),https://www.nrdc.org/experts/alison-chase/creating-atlas-conservation-action,3/8/2022,Creating an Atlas for Conservation Action&nbsp;&nbsp;NRDC (Natural Resources Defense Council),NRDC (Natural Resources Defense Council),Tracking
Environmental concerns challenge states' space ambitions - Bangor Daily News,https://bangordailynews.com/2022/06/13/news/nation/environmental-concerns-challenge-states-space-ambitions/,6/13/2022,Environmental concerns challenge states' space ambitions&nbsp;&nbsp;Bangor Daily News,Bangor Daily News,Tracking
Emerging Marine Monitoring Technologies Enable More Effective Management of Protected Areas - The Pew Charitable Trusts,https://www.pewtrusts.org/research-and-analysis/articles/2021/09/27/emerging-marine-monitoring-technologies-enable-more-effective-management-of-protected-areas,9/27/2021,Emerging Marine Monitoring Technologies Enable More Effective Management of Protected Areas&nbsp;&nbsp;The Pew Charitable Trusts,The Pew Charitable Trusts,Tracking
Conservation opportunities and challenges in Brazil's roadless and railroad-less areas - Science,https://www.science.org/doi/10.1126/sciadv.abi5548,3/4/2022,Conservation opportunities and challenges in Brazil's roadless and railroad-less areas&nbsp;&nbsp;Science,Science,Tracking
Bringing back large mammals boosts restoration of entire ecosystems: Study - Mongabay.com,https://news.mongabay.com/2022/02/bringing-back-large-mammals-boosts-restoration-of-entire-ecosystems-study/,2/17/2022,Bringing back large mammals boosts restoration of entire ecosystems: Study&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
'Nature has priority': Rewilding map showcases nature-led restoration - Mongabay.com,https://news.mongabay.com/2022/04/nature-has-priority-rewilding-map-showcases-nature-led-restoration/,4/11/2022,'Nature has priority': Rewilding map showcases nature-led restoration&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
"To predict forest loss in protected areas, look at nearby unprotected forest - Mongabay.com",https://news.mongabay.com/2021/10/to-predict-forest-loss-in-protected-areas-look-at-nearby-unprotected-forest/,10/13/2021,"To predict forest loss in protected areas, look at nearby unprotected forest&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Conservation after coronavirus: We need to diversify and innovate (commentary) - Mongabay.com,https://news.mongabay.com/2021/09/after-coronavirus-conservation-needs-diversification-and-innovation-commentary/,9/2/2021,Conservation after coronavirus: We need to diversify and innovate (commentary)&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
"In Gabon, a community's plea against logging paves the way for a new reserve - Mongabay.com",https://news.mongabay.com/2022/04/in-gabon-a-communitys-plea-against-logging-paves-the-way-for-a-new-reserve/,4/12/2022,"In Gabon, a community's plea against logging paves the way for a new reserve&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
"Conservation Kaleidoscope — People, Protected Areas and Wildlife in Contemporary India review: Field notes from India’s shrinking green zones - The Hindu",https://www.thehindu.com/books/books-reviews/conservation-kaleidoscope-people-protected-areas-and-wildlife-in-contemporary-india-review-field-notes-from-indias-shrinking-green-zones/article65353349.ece,4/30/2022,"Conservation Kaleidoscope — People, Protected Areas and Wildlife in Contemporary India review: Field notes from India’s shrinking green zones&nbsp;&nbsp;The Hindu",The Hindu,Tracking
5 wins for nature in 2021 - Conservation International,https://www.conservation.org/blog/5-wins-for-nature-in-2021,12/15/2021,5 wins for nature in 2021&nbsp;&nbsp;Conservation International,Conservation International,Tracking
"Jaguars in Mexico are growing in number, a promising sign that national conservation strategies are working - Mongabay.com",https://news.mongabay.com/2021/11/jaguars-in-mexico-are-growing-in-number-a-promising-sign-that-national-conservation-strategies-are-working/,11/22/2021,"Jaguars in Mexico are growing in number, a promising sign that national conservation strategies are working&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
New law would tie US conservation funding to human rights protection - Mongabay.com,https://news.mongabay.com/2022/03/new-law-would-tie-u-s-conservation-funding-to-human-rights-protection/,3/17/2022,New law would tie US conservation funding to human rights protection&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
"In Nepal, doubling down on tiger conservation looks to pay off - Mongabay.com",https://news.mongabay.com/2021/11/in-nepal-doubling-down-on-tiger-conservation-looks-to-pay-off/,11/11/2021,"In Nepal, doubling down on tiger conservation looks to pay off&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
Conservation Group Urges Tracking of Botswana’s Big Tusk Elephants - Voice of America - VOA News,https://www.voanews.com/a/conservation-group-urges-tracking-of-botswana-big-tusk-elephants/6551971.html,4/30/2022,Conservation Group Urges Tracking of Botswana’s Big Tusk Elephants&nbsp;&nbsp;Voice of America - VOA News,Voice of America - VOA News,Tracking
What's new with wildlife? 3 stories you may have missed - Conservation International,https://www.conservation.org/blog/whats-new-with-wildlife-3-stories-you-may-have-missed,2/18/2022,What's new with wildlife? 3 stories you may have missed&nbsp;&nbsp;Conservation International,Conservation International,Tracking
Indigenous land rights take center stage in a new global framework for biodiversity conservation (commentary) - Mongabay.com,https://news.mongabay.com/2022/03/indigenous-land-rights-take-center-stage-in-a-new-global-framework-for-biodiversity-conservation/,3/24/2022,Indigenous land rights take center stage in a new global framework for biodiversity conservation (commentary)&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Four new MPAs in Maluku boost Indonesia's bid to protect its seas - Mongabay.com,https://news.mongabay.com/2022/02/four-new-mpas-in-maluku-boost-indonesias-bid-to-protect-its-seas/,2/28/2022,Four new MPAs in Maluku boost Indonesia's bid to protect its seas&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Using citizen science to track illegal wildlife trade in the Himalayas - Mongabay-India,https://india.mongabay.com/2022/01/using-citizen-science-to-track-illegal-wildlife-trade-in-the-himalayas/,1/21/2022,Using citizen science to track illegal wildlife trade in the Himalayas&nbsp;&nbsp;Mongabay-India,Mongabay-India,Tracking
Here’s where biodiversity is disappearing the quickest in the US - Popular Science,https://www.popsci.com/environment/map-endangered-species-us/,3/14/2022,Here’s where biodiversity is disappearing the quickest in the US&nbsp;&nbsp;Popular Science,Popular Science,Tracking
Tracking sleep with a self-powering smart pillow — ScienceDaily - Verve Times,https://vervetimes.com/tracking-sleep-with-a-self-powering-smart-pillow-sciencedaily/,6/4/2022,Tracking sleep with a self-powering smart pillow — ScienceDaily&nbsp;&nbsp;Verve Times,Verve Times,Tracking
"To secure a future for wildlife, look to their distant past, study says - Mongabay.com",https://news.mongabay.com/2022/05/to-secure-a-future-for-wildlife-look-to-their-distant-past-study-says/,5/3/2022,"To secure a future for wildlife, look to their distant past, study says&nbsp;&nbsp;Mongabay.com",Mongabay.com,Tracking
New protections announced for Galápagos Islands and beyond at COP26 - Mongabay.com,https://news.mongabay.com/2021/11/new-protections-announced-for-galapagos-islands-and-beyond-at-cop26/,11/3/2021,New protections announced for Galápagos Islands and beyond at COP26&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
Collaborative seeks to add radio towers for tracking wildlife | Coastal Review - Coastal Review Online,https://coastalreview.org/2022/04/collaborative-seeks-to-add-radio-towers-for-tracking-wildlife/,4/20/2022,Collaborative seeks to add radio towers for tracking wildlife | Coastal Review&nbsp;&nbsp;Coastal Review Online,Coastal Review Online,Tracking
Civil conflict in Cameroon puts endangered chimpanzees in the crosshairs - Mongabay.com,https://news.mongabay.com/2022/03/civil-conflict-in-cameroon-puts-endangered-chimpanzees-in-the-crosshairs/,3/15/2022,Civil conflict in Cameroon puts endangered chimpanzees in the crosshairs&nbsp;&nbsp;Mongabay.com,Mongabay.com,Tracking
A satellite tracking study helps scientist save hawksbill turtles - The Nature Conservancy,https://www.nature.org/en-us/about-us/where-we-work/asia-pacific/the-pacific-islands/science-protects-hawksbill/,8/9/2021,A satellite tracking study helps scientist save hawksbill turtles&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Tracking
