Title,Link,pubDate,Description,Source,Tag
8 award-winning photos of nature’s stranger things - Popular Science,https://www.popsci.com/environment/animals/calacademy-wildlife-photo-contest-winners/,6/15/2022,8 award-winning photos of nature’s stranger things&nbsp;&nbsp;Popular Science,Popular Science,Sensors-Poaching
Dr Kae Kwanishi calls for strict enforcement to save the Malayan tiger - The Star Online,https://www.thestar.com.my/lifestyle/living/2022/05/26/tiger-biologist-calls-for-strict-enforcement-to-save-the-malayan-tiger,5/26/2022,Dr Kae Kwanishi calls for strict enforcement to save the Malayan tiger&nbsp;&nbsp;The Star Online,The Star Online,Sensors-Poaching
Explainer: Can climate change and biodiversity loss be tackled together? - Carbon Brief,https://www.carbonbrief.org/explainer-can-climate-change-and-biodiversity-loss-be-tackled-together/,6/16/2022,Explainer: Can climate change and biodiversity loss be tackled together?&nbsp;&nbsp;Carbon Brief,Carbon Brief,Sensors-Poaching
Man sued for secretly catching Dungeness crabs off San Francisco - SFGATE,https://www.sfgate.com/bayarea/article/Man-sued-for-most-egregious-case-of-unlawful-17206656.php,5/29/2022,Man sued for secretly catching Dungeness crabs off San Francisco&nbsp;&nbsp;SFGATE,SFGATE,Sensors-Poaching
Indian Mouse Deer’s status as ‘Lowest Risk’ is worrying. Look at full picture first - ThePrint,https://theprint.in/opinion/indian-mouse-deers-status-as-lowest-risk-is-worrying-look-at-full-picture-first/980354/,6/4/2022,Indian Mouse Deer’s status as ‘Lowest Risk’ is worrying. Look at full picture first&nbsp;&nbsp;ThePrint,ThePrint,Sensors-Poaching
Wildlife crime crackdown: Dhenkanal shows the way - The New Indian Express,https://www.newindianexpress.com/states/odisha/2022/may/29/wildlife-crime-crackdown-dhenkanal-shows-the-way-2459326.html,5/29/2022,Wildlife crime crackdown: Dhenkanal shows the way&nbsp;&nbsp;The New Indian Express,The New Indian Express,Sensors-Poaching
Back from the brink of extinction: The best conservation success stories - BBC Science Focus Magazine,https://www.sciencefocus.com/nature/back-from-the-brink-of-extinction-the-best-conservation-success-stories/,6/11/2022,Back from the brink of extinction: The best conservation success stories&nbsp;&nbsp;BBC Science Focus Magazine,BBC Science Focus Magazine,Sensors-Poaching
Jumbo death traps in the jungles - The Hindu,https://www.thehindu.com/news/national/tamil-nadu/jumbo-death-traps/article65487086.ece,6/2/2022,Jumbo death traps in the jungles&nbsp;&nbsp;The Hindu,The Hindu,Sensors-Poaching
Eight species that have been rediscovered after decades lost - Guinness World Records,https://www.guinnessworldrecords.com/news/2022/5/eight-species-that-were-rediscovered-after-decades-lost-704635,5/20/2022,Eight species that have been rediscovered after decades lost&nbsp;&nbsp;Guinness World Records,Guinness World Records,Sensors-Poaching
These new technologies could transform wildlife conservation - The Hill,https://thehill.com/changing-america/sustainability/environment/592820-these-new-technologies-could-transform-wildlife/,2/4/2022,These new technologies could transform wildlife conservation&nbsp;&nbsp;The Hill,The Hill,Sensors-Poaching
"Patrols work, but community-based conservation needs a rethink, study shows - Mongabay.com",https://news.mongabay.com/2022/03/patrols-work-but-community-based-conservation-needs-a-rethink-study-shows/,3/11/2022,"Patrols work, but community-based conservation needs a rethink, study shows&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
"Himalayan musk deer talk to each other through poop, but poachers are also listening - Mongabay.com",https://news.mongabay.com/2022/05/himalayan-musk-deer-talk-to-each-other-through-poop-but-poachers-are-also-listening/,5/10/2022,"Himalayan musk deer talk to each other through poop, but poachers are also listening&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
Evaluating the benefits and risks of social media for wildlife conservation - FACETS Journal,https://www.facetsjournal.com/doi/10.1139/facets-2021-0112,3/10/2022,Evaluating the benefits and risks of social media for wildlife conservation&nbsp;&nbsp;FACETS Journal,FACETS Journal,Sensors-Poaching
Poaching on forest fringes - The Hindu,https://www.thehindu.com/news/national/tamil-nadu/poaching-on-forest-fringes/article65341303.ece,4/21/2022,Poaching on forest fringes&nbsp;&nbsp;The Hindu,The Hindu,Sensors-Poaching
Cattle Grazing = Death Traps for Yellowstone Grizzly Bears - CounterPunch,https://www.counterpunch.org/2022/05/26/cattle-grazing-death-traps-for-yellowstone-grizzly-bears/,5/26/2022,Cattle Grazing = Death Traps for Yellowstone Grizzly Bears&nbsp;&nbsp;CounterPunch,CounterPunch,Sensors-Poaching
"Côte d'Ivoire's chimp habitats are shrinking, but there's hope in their numbers - Mongabay.com",https://news.mongabay.com/2022/04/cote-divoires-chimp-habitats-are-shrinking-but-theres-hope-in-their-numbers/,4/25/2022,"Côte d'Ivoire's chimp habitats are shrinking, but there's hope in their numbers&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
Critically endangered Sumatran tigers lose 3 to animal traps - Spectrum News NY1,https://www.ny1.com/nyc/brooklyn/ap-top-news/2022/04/25/critically-endangered-sumatran-tigers-lose-3-to-animal-traps,4/25/2022,Critically endangered Sumatran tigers lose 3 to animal traps&nbsp;&nbsp;Spectrum News NY1,Spectrum News NY1,Sensors-Poaching
How the safari sector is bouncing back in South Africa's north east - National Geographic UK,https://www.nationalgeographic.co.uk/travel/2022/05/south-africa-safari,5/23/2022,How the safari sector is bouncing back in South Africa's north east&nbsp;&nbsp;National Geographic UK,National Geographic UK,Sensors-Poaching
Making a difference where it matters - The Daily Star,https://www.thedailystar.net/news/bangladesh/news/making-difference-where-it-matters-3039571,6/5/2022,Making a difference where it matters&nbsp;&nbsp;The Daily Star,The Daily Star,Sensors-Poaching
Environmental activists travel 235km on foot to highlight dwindling Malayan tiger numbers - CNA,https://www.channelnewsasia.com/asia/malayan-tigers-court-application-protection-hidup-habitat-loss-extinction-2695311,5/22/2022,Environmental activists travel 235km on foot to highlight dwindling Malayan tiger numbers&nbsp;&nbsp;CNA,CNA,Sensors-Poaching
International Dog Day: Here's How Dogs are Being Trained to Help in Wildlife Conservation | The Weather Channel - Articles from The Weather Channel | weather.com - The Weather Channel,https://weather.com/en-IN/india/environment/news/2021-08-26-how-dogs-are-being-trained-to-help-in-wildlife-conservation,8/27/2021,International Dog Day: Here's How Dogs are Being Trained to Help in Wildlife Conservation | The Weather Channel - Articles from The Weather Channel | weather.com&nbsp;&nbsp;The Weather Channel,The Weather Channel,Sensors-Poaching
CDFW News | Major Sturgeon Poaching Operation Nets Nine Suspects - California Department of Fish and Wildlife,https://wildlife.ca.gov/News/major-sturgeon-poaching-operation-nets-nine-suspects,4/21/2022,CDFW News | Major Sturgeon Poaching Operation Nets Nine Suspects&nbsp;&nbsp;California Department of Fish and Wildlife,California Department of Fish and Wildlife,Sensors-Poaching
Tooth damage in lions reveals human impact on wildlife - Earth.com,https://www.earth.com/news/tooth-damage-in-lions-reveals-human-impact-on-wildlife/,2/11/2022,Tooth damage in lions reveals human impact on wildlife&nbsp;&nbsp;Earth.com,Earth.com,Sensors-Poaching
Notches on Lion’s Teeth Shows Evidence of Poaching in Conservation Areas in Zamba - Nature World News,https://www.natureworldnews.com/articles/49393/20220214/notches-lion-s-teeth-shows-evidence-poaching-conservation-areas-zamba.htm,2/14/2022,Notches on Lion’s Teeth Shows Evidence of Poaching in Conservation Areas in Zamba&nbsp;&nbsp;Nature World News,Nature World News,Sensors-Poaching
Poached items auctioned off to fund wildlife conservation - KSL NewsRadio,https://kslnewsradio.com/1967105/poached-items-auctioned-off-to-fund-wildlife-conservation/,4/12/2022,Poached items auctioned off to fund wildlife conservation&nbsp;&nbsp;KSL NewsRadio,KSL NewsRadio,Sensors-Poaching
Meet 12 Incredible Conservation Heroes Saving Our Wildlife From Extinction - Worldatlas.com,https://www.worldatlas.com/articles/meet-12-incredible-conservation-heroes-saving-our-wildlife-from-extinction.html,2/5/2022,Meet 12 Incredible Conservation Heroes Saving Our Wildlife From Extinction&nbsp;&nbsp;Worldatlas.com,Worldatlas.com,Sensors-Poaching
Eight species making a comeback | Stories | WWF - World Wildlife Fund,https://www.worldwildlife.org/stories/eight-species-making-a-comeback,3/3/2022,Eight species making a comeback | Stories | WWF&nbsp;&nbsp;World Wildlife Fund,World Wildlife Fund,Sensors-Poaching
To Rewild a Rhino - bioGraphic,https://www.biographic.com/to-rewild-a-rhino/,5/10/2022,To Rewild a Rhino&nbsp;&nbsp;bioGraphic,bioGraphic,Sensors-Poaching
Wildlife camera trap surveys provide new insights into the occurrence of two threatened Annamite endemics in Viet Nam and Laos - Science Daily,https://www.sciencedaily.com/releases/2022/02/220222135259.htm,2/22/2022,Wildlife camera trap surveys provide new insights into the occurrence of two threatened Annamite endemics in Viet Nam and Laos&nbsp;&nbsp;Science Daily,Science Daily,Sensors-Poaching
Trial opens against accused elephant poachers in Indonesia - ABC News,https://abcnews.go.com/International/wireStory/trial-opens-accused-elephant-poachers-indonesia-81325315,11/22/2021,Trial opens against accused elephant poachers in Indonesia&nbsp;&nbsp;ABC News,ABC News,Sensors-Poaching
Herd of hog deer spotted in Kratie - The Phnom Penh Post,https://www.phnompenhpost.com/national/herd-hog-deer-spotted-kratie,5/3/2022,Herd of hog deer spotted in Kratie&nbsp;&nbsp;The Phnom Penh Post,The Phnom Penh Post,Sensors-Poaching
Inside Liberia's Pangolin Scales Syndicate - Liberian Daily Observer,https://www.liberianobserver.com/inside-liberias-pangolin-scales-syndicate,5/23/2022,Inside Liberia's Pangolin Scales Syndicate&nbsp;&nbsp;Liberian Daily Observer,Liberian Daily Observer,Sensors-Poaching
"Letters: What’s the most economical climate change solution? Renewable energy, not unproven technology like carbon capture - San Francisco Chronicle",https://www.sfchronicle.com/opinion/letterstotheeditor/article/california-climate-change-solution-17218824.php,6/5/2022,"Letters: What’s the most economical climate change solution? Renewable energy, not unproven technology like carbon capture&nbsp;&nbsp;San Francisco Chronicle",San Francisco Chronicle,Sensors-Poaching
These flying robots protect endangered wildlife - Science News for Students,https://www.sciencenewsforstudents.org/article/drones-protect-endangered-wildlife-ai-conservation,3/10/2022,These flying robots protect endangered wildlife&nbsp;&nbsp;Science News for Students,Science News for Students,Sensors-Poaching
Search for 'Asian Unicorn' Intensifies in Attempt to Save Elusive Species - EcoWatch,https://www.ecowatch.com/asian-unicorn-saola-conservation.html,1/10/2022,Search for 'Asian Unicorn' Intensifies in Attempt to Save Elusive Species&nbsp;&nbsp;EcoWatch,EcoWatch,Sensors-Poaching
Baby elephant loses half its trunk to Indonesia poacher trap - New York Post,https://nypost.com/2021/11/15/baby-elephant-loses-half-its-trunk-to-indonesia-poacher-trap/,11/15/2021,Baby elephant loses half its trunk to Indonesia poacher trap&nbsp;&nbsp;New York Post ,New York Post,Sensors-Poaching
Poaching and smuggling of musk deer on rise in Mustang forests - The Kathmandu Post,https://kathmandupost.com/gandaki-province/2021/11/14/poaching-and-smuggling-of-musk-deer-on-rise-in-mustang-forests,11/14/2021,Poaching and smuggling of musk deer on rise in Mustang forests&nbsp;&nbsp;The Kathmandu Post,The Kathmandu Post,Sensors-Poaching
Environmental Conservation Police On Patrol - NYS Dept. of Environmental Conservation - New York State Department of Environmental Conservation,https://www.dec.ny.gov/press/124598.html,1/19/2022,Environmental Conservation Police On Patrol - NYS Dept. of Environmental Conservation&nbsp;&nbsp;New York State Department of Environmental Conservation,New York State Department of Environmental Conservation,Sensors-Poaching
Conservationists call for tougher laws to protect wildlife - Khmer Times,https://www.khmertimeskh.com/501056335/conservationists-call-for-tougher-laws-to-protect-wildlife/,4/11/2022,Conservationists call for tougher laws to protect wildlife&nbsp;&nbsp;Khmer Times,Khmer Times,Sensors-Poaching
"On Nigeria-Cameroon border, joint patrols throw a lifeline to threatened apes - Mongabay.com",https://news.mongabay.com/2021/10/on-nigeria-cameroon-border-joint-patrols-throw-a-lifeline-to-threatened-apes/,10/25/2021,"On Nigeria-Cameroon border, joint patrols throw a lifeline to threatened apes&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
"In Russia, rare snow-dwelling tigers are being poached for their body parts - National Geographic",https://www.nationalgeographic.com/animals/article/siberian-tigers-are-being-hunted-at-night-for-their-body-parts,1/19/2022,"In Russia, rare snow-dwelling tigers are being poached for their body parts&nbsp;&nbsp;National Geographic",National Geographic,Sensors-Poaching
"As tiger numbers in Nepal, India grow, their freedom to roam shrinks - EastMojo",https://www.eastmojo.com/national-news/2022/05/18/as-tiger-numbers-in-nepal-india-grow-their-freedom-to-roam-shrinks/,5/18/2022,"As tiger numbers in Nepal, India grow, their freedom to roam shrinks&nbsp;&nbsp;EastMojo",EastMojo,Sensors-Poaching
"Identifying conservation technology needs, barriers, and opportunities | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-08330-w,3/21/2022,"Identifying conservation technology needs, barriers, and opportunities | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,Sensors-Poaching
‘Feared tiger hunter’ to bee farmer: Indonesian poacher’s change of heart - South China Morning Post,https://www.scmp.com/week-asia/people/article/3176748/indonesia-conservationists-are-hoping-save-tigers-giving-poachers,5/9/2022,‘Feared tiger hunter’ to bee farmer: Indonesian poacher’s change of heart&nbsp;&nbsp;South China Morning Post,South China Morning Post,Sensors-Poaching
Rwanda: How Rehabilitated Poachers Became Champions Saving Volcanoes National Park Wildlife - AllAfrica - Top Africa News,https://allafrica.com/stories/202204120214.html,4/12/2022,Rwanda: How Rehabilitated Poachers Became Champions Saving Volcanoes National Park Wildlife&nbsp;&nbsp;AllAfrica - Top Africa News,AllAfrica - Top Africa News,Sensors-Poaching
The small cats nobody knows: Wild felines face intensifying planetary risks - Mongabay.com,https://news.mongabay.com/2022/02/the-small-cats-nobody-knows-wild-felines-face-intensifying-planetary-risks/,2/17/2022,The small cats nobody knows: Wild felines face intensifying planetary risks&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
Q&A with Whitley Award winner Sonam Tashi Lama - Mongabay.com,https://news.mongabay.com/2022/05/qa-with-whitley-award-winner-sonam-tashi-lama/,5/2/2022,Q&amp;A with Whitley Award winner Sonam Tashi Lama&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
"Indigenous trees planted in effort to preserve mountain bongos - The Star, Kenya",https://www.the-star.co.ke/news/2022-05-22-indigenous-trees-planted-in-effort-to-preserve-mountain-bongos/,5/22/2022,"Indigenous trees planted in effort to preserve mountain bongos&nbsp;&nbsp;The Star, Kenya","The Star, Kenya",Sensors-Poaching
How Nature Becomes a Casualty of War - The New York Times,https://www.nytimes.com/2022/04/13/science/war-environmental-impact-ukraine.html,4/21/2022,How Nature Becomes a Casualty of War&nbsp;&nbsp;The New York Times,The New York Times,Sensors-Poaching
Binding Fenrir — Oregon Humanities - oregonhumanities.org,https://www.oregonhumanities.org/rll/magazine/spring-2022-care/binding-fenrir/,4/26/2022,Binding Fenrir — Oregon Humanities&nbsp;&nbsp;oregonhumanities.org,oregonhumanities.org,Sensors-Poaching
The young Vietnamese helping tackle the illegal wildlife trade - Al Jazeera English,https://www.aljazeera.com/news/2021/9/10/vietnams-trang-nguyen-wildlife-trade,9/10/2021,The young Vietnamese helping tackle the illegal wildlife trade&nbsp;&nbsp;Al Jazeera English,Al Jazeera English,Sensors-Poaching
Jaguars Could Return to the US if Given Pathway North - EcoWatch,https://www.ecowatch.com/jaguar-population-migration-mexico-us.html,4/20/2022,Jaguars Could Return to the US if Given Pathway North&nbsp;&nbsp;EcoWatch,EcoWatch,Sensors-Poaching
KY Conservation officers deter poaching with sting operation - WAVE 3,https://www.wave3.com/2021/11/14/ky-conservation-officers-deter-poaching-with-sting-operation/,11/13/2021,KY Conservation officers deter poaching with sting operation&nbsp;&nbsp;WAVE 3,WAVE 3,Sensors-Poaching
Why Climate Change Could Put New Conservation Areas in Jeopardy - Yale Environment 360,https://e360.yale.edu/features/why-climate-change-could-put-new-conservation-areas-in-jeopardy,11/11/2021,Why Climate Change Could Put New Conservation Areas in Jeopardy&nbsp;&nbsp;Yale Environment 360,Yale Environment 360,Sensors-Poaching
The hidden tale of a 3-legged tiger - ฺBangkok Post,https://www.bangkokpost.com/opinion/opinion/2265487/the-hidden-tale-of-a-3-legged-tiger,2/17/2022,The hidden tale of a 3-legged tiger&nbsp;&nbsp;ฺBangkok Post,ฺBangkok Post,Sensors-Poaching
Clouded leopards may be rarer than wild tigers across mainland Asia - thethirdpole.net,https://www.thethirdpole.net/en/nature/clouded-leopards-may-be-rarer-than-wild-tigers-across-mainland-asia-2-2/,12/13/2021,Clouded leopards may be rarer than wild tigers across mainland Asia&nbsp;&nbsp;thethirdpole.net,thethirdpole.net,Sensors-Poaching
China declares pandas no longer endangered—but threats persist - National Geographic,https://www.nationalgeographic.com/animals/article/pandas-are-off-chinas-endangered-list-but-threats-persist,9/1/2021,China declares pandas no longer endangered—but threats persist&nbsp;&nbsp;National Geographic,National Geographic,Sensors-Poaching
Utah DWR to auction antlers and furs from poached wildlife - Salt Lake Tribune,https://www.sltrib.com/news/environment/2022/04/24/utah-dwr-auction-antlers/,4/24/2022,Utah DWR to auction antlers and furs from poached wildlife&nbsp;&nbsp;Salt Lake Tribune,Salt Lake Tribune,Sensors-Poaching
Snow leopards hit by lack of joint database on poaching and trafficking - thethirdpole.net,https://www.thethirdpole.net/en/nature/snow-leopard-poaching-trafficking/,11/26/2021,Snow leopards hit by lack of joint database on poaching and trafficking&nbsp;&nbsp;thethirdpole.net,thethirdpole.net,Sensors-Poaching
Commercial Lobster Fisherman Convicted of Poaching in Marine Protected Area - California Diver,https://californiadiver.com/commercial-lobster-fisherman-convicted-of-poaching-in-marine-protected-area-1208/,12/8/2021,Commercial Lobster Fisherman Convicted of Poaching in Marine Protected Area&nbsp;&nbsp;California Diver,California Diver,Sensors-Poaching
The woman protecting South Sudan’s parks from war and poaching - Al Jazeera English,https://www.aljazeera.com/features/2022/3/13/the-woman-protecting-south-sudans-parks-from-war-and-poaching,3/13/2022,The woman protecting South Sudan’s parks from war and poaching&nbsp;&nbsp;Al Jazeera English,Al Jazeera English,Sensors-Poaching
Snapshot of hatchlings raises hopes for Siamese crocs in northeast Cambodia - Mongabay.com,https://news.mongabay.com/2021/09/snapshot-of-hatchlings-raises-hopes-for-siamese-crocs-in-northeast-cambodia/,9/24/2021,Snapshot of hatchlings raises hopes for Siamese crocs in northeast Cambodia&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
“Zero-snaring” campaign to protect animals launched in Cambodia - Khmer Times,https://www.khmertimeskh.com/501035705/zero-snaring-campaign-to-protect-animals-launched-in-cambodia/,3/4/2022,“Zero-snaring” campaign to protect animals launched in Cambodia&nbsp;&nbsp;Khmer Times,Khmer Times,Sensors-Poaching
The poaching of Sumatra's endangered tigers remains an acute problem - Sustainability Times,https://www.sustainability-times.com/environmental-protection/the-poaching-of-sumatras-endangered-tigers-remains-an-acute-problem/,9/2/2021,The poaching of Sumatra's endangered tigers remains an acute problem&nbsp;&nbsp;Sustainability Times,Sustainability Times,Sensors-Poaching
How Uganda’s endangered mountain gorillas survived the pandemic - Al Jazeera English,https://www.aljazeera.com/features/2022/4/5/how-ugandas-endangered-mountain-gorillas-survived-the-pandemic,4/5/2022,How Uganda’s endangered mountain gorillas survived the pandemic&nbsp;&nbsp;Al Jazeera English,Al Jazeera English,Sensors-Poaching
"Too many predators are killed in hunts, conservation groups say - The Arizona Republic",https://www.azcentral.com/story/news/local/arizona-environment/2022/01/29/too-many-predators-killed-hunts-conservation-groups-say/9230562002/,1/29/2022,"Too many predators are killed in hunts, conservation groups say&nbsp;&nbsp;The Arizona Republic",The Arizona Republic,Sensors-Poaching
"As tigers dwindle, Indonesia takes aim at poaching ring - Mongabay.com",https://news.mongabay.com/2021/09/as-tigers-dwindle-indonesia-takes-aim-at-poaching-ring/,9/27/2021,"As tigers dwindle, Indonesia takes aim at poaching ring&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
The importance of new species in an age of biodiversity loss - Phys.org,https://phys.org/news/2022-03-importance-species-age-biodiversity-loss.html,3/16/2022,The importance of new species in an age of biodiversity loss&nbsp;&nbsp;Phys.org,Phys.org,Sensors-Poaching
How are Sensors Used in Conservation Efforts? - AZoSensors,https://www.azosensors.com/article.aspx?ArticleID=2414,12/29/2021,How are Sensors Used in Conservation Efforts?&nbsp;&nbsp;AZoSensors,AZoSensors,Sensors-Poaching
AI makes identification easy in forest and wildlife conservation - Analytics India Magazine,https://analyticsindiamag.com/forest-wildlife-conservation-ai-applications/,3/1/2022,AI makes identification easy in forest and wildlife conservation&nbsp;&nbsp;Analytics India Magazine,Analytics India Magazine,Sensors-Poaching
Why battle against illegal logging in national parks is not over yet - The New Times,https://www.newtimes.co.rw/business/why-battle-against-illegal-logging-national-parks-not-over-yet,10/5/2021,Why battle against illegal logging in national parks is not over yet&nbsp;&nbsp;The New Times,The New Times,Sensors-Poaching
Cambodia's first giant muntjac sighting highlights key mountain habitat - Mongabay.com,https://news.mongabay.com/2021/06/cambodias-first-giant-muntjac-sighting-highlights-key-mountain-habitat/,6/30/2021,Cambodia's first giant muntjac sighting highlights key mountain habitat&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
Why Sumatran Elephants Are Endangered and What We Can Do - Treehugger,https://www.treehugger.com/sumatran-elephant-endangered-5207980,11/29/2021,Why Sumatran Elephants Are Endangered and What We Can Do&nbsp;&nbsp;Treehugger,Treehugger,Sensors-Poaching
"As tiger numbers in Nepal and India grow, their freedom to roam shrinks - Mongabay.com",https://news.mongabay.com/2022/05/as-tiger-numbers-in-nepal-and-india-grow-their-freedom-to-roam-shrinks/,5/13/2022,"As tiger numbers in Nepal and India grow, their freedom to roam shrinks&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
The last spotted ground thrush on Malawi's lonely mountain - Mongabay.com,https://news.mongabay.com/2021/11/the-last-spotted-ground-thrush-on-malawis-lonely-mountain/,11/15/2021,The last spotted ground thrush on Malawi's lonely mountain&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
Anti-Poaching Units: The Tools Of The Trade - RECOIL Magazine,https://www.recoilweb.com/anti-poaching-units-the-tools-of-the-trade-174282.html,5/8/2022,Anti-Poaching Units: The Tools Of The Trade&nbsp;&nbsp;RECOIL Magazine,RECOIL Magazine,Sensors-Poaching
'Unseen Empire' turns a huge wildlife camera trap study into a game - CNN,https://www.cnn.com/2021/07/26/world/unseen-empire-camera-trap-game-spc-intl/index.html,7/26/2021,'Unseen Empire' turns a huge wildlife camera trap study into a game&nbsp;&nbsp;CNN,CNN,Sensors-Poaching
Rare Sumatran tiger found dead in animal trap in Indonesia - The Associated Press - en Español,https://apnews.com/article/indonesia-animals-tigers-wildlife-sumatra-e85b0647fe51c9ecfa62007c846da8e7,10/18/2021,Rare Sumatran tiger found dead in animal trap in Indonesia&nbsp;&nbsp;The Associated Press - en Español,The Associated Press - en Español,Sensors-Poaching
Meet the 2022 Goldman Environmental Prize Winners - Mongabay.com,https://news.mongabay.com/2022/05/meet-the-2022-goldman-environmental-prize-winners/,5/25/2022,Meet the 2022 Goldman Environmental Prize Winners&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Poaching
This three-legged lion is a symbol of hope—and what needs to change - National Geographic,https://www.nationalgeographic.com/animals/article/three-legged-lion-uganda-symbol-of-hope,8/10/2021,This three-legged lion is a symbol of hope—and what needs to change&nbsp;&nbsp;National Geographic,National Geographic,Sensors-Poaching
Safari with Africa's all-female anti-poaching force the 'Black Mambas' - New York Post,https://nypost.com/2022/01/27/safari-with-africas-all-female-anti-poaching-force-the-black-mambas/,1/27/2022,Safari with Africa's all-female anti-poaching force the 'Black Mambas'&nbsp;&nbsp;New York Post ,New York Post,Sensors-Poaching
Africa: Strategies Towards Gorilla Conservation in Africa - AllAfrica - Top Africa News,https://allafrica.com/stories/202205150014.html,5/15/2022,Africa: Strategies Towards Gorilla Conservation in Africa&nbsp;&nbsp;AllAfrica - Top Africa News,AllAfrica - Top Africa News,Sensors-Poaching
"The cat is back: Wild Amur tigers rebound in China, thanks to govt policies - Mongabay.com",https://news.mongabay.com/2021/09/the-cat-is-back-wild-amur-tigers-rebound-in-china-thanks-to-govt-policies/,9/21/2021,"The cat is back: Wild Amur tigers rebound in China, thanks to govt policies&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Poaching
Photographer Captures Photo of Rare Siberian Tiger - PetaPixel,https://petapixel.com/2022/03/08/photographer-captures-photo-of-rare-siberian-tiger/,3/8/2022,Photographer Captures Photo of Rare Siberian Tiger&nbsp;&nbsp;PetaPixel,PetaPixel,Sensors-Poaching
