Title,Link,pubDate,Description,Source,Tag
World Wildlife Day: Recovering Key Species for Ecosystem Restoration - EARTH.ORG,https://earth.org/world-wildlife-day-recovering-key-species-for-ecosystem-restoration/,3/3/2022,World Wildlife Day: Recovering Key Species for Ecosystem Restoration&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
Walter Medwid: Refocus Fish & Wildlife mandate so it’s on conservation - vtdigger.org,https://vtdigger.org/2022/04/13/walter-medwid-refocus-fish-wildlife-mandate-so-its-on-conservation/,4/13/2022,Walter Medwid: Refocus Fish & Wildlife mandate so it’s on conservation&nbsp;&nbsp;vtdigger.org,vtdigger.org,AI-LTS
Conservation opportunities and challenges in Brazil's roadless and railroad-less areas - Science,https://www.science.org/doi/10.1126/sciadv.abi5548,3/4/2022,Conservation opportunities and challenges in Brazil's roadless and railroad-less areas&nbsp;&nbsp;Science,Science,AI-LTS
Transport ministry to turn Labuan into regional maritime hub - Free Malaysia Today,https://www.freemalaysiatoday.com/category/nation/2022/05/20/transport-ministry-to-turn-labuan-into-regional-maritime-hub/,5/20/2022,Transport ministry to turn Labuan into regional maritime hub&nbsp;&nbsp;Free Malaysia Today,Free Malaysia Today,AI-LTS
"Identifying conservation technology needs, barriers, and opportunities | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-08330-w,3/21/2022,"Identifying conservation technology needs, barriers, and opportunities | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,AI-LTS
What are NFTs and can they help wildlife conservation? - BBC Discover Wildlife,https://www.discoverwildlife.com/people/nfts-guide-wildlife-conservation-charities-funds/,2/26/2022,What are NFTs and can they help wildlife conservation?&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
Employment Essentials June 2022: Our Top 10 Recent Employment Law Developments - Employee Benefits & Compensation - UK - Mondaq,https://www.mondaq.com/uk/employee-benefits-compensation/1202406/employment-essentials-june-2022-our-top-10-recent-employment-law-developments,6/16/2022,Employment Essentials June 2022: Our Top 10 Recent Employment Law Developments - Employee Benefits & Compensation - UK&nbsp;&nbsp;Mondaq,Mondaq,AI-LTS
Biomass co-firing: Why India's target for coal power plants is challenging - Down To Earth Magazine,https://www.downtoearth.org.in/news/energy/biomass-co-firing-why-india-s-target-for-coal-power-plants-is-challenging-83261,6/13/2022,Biomass co-firing: Why India's target for coal power plants is challenging&nbsp;&nbsp;Down To Earth Magazine,Down To Earth Magazine,AI-LTS
Black Bear Finance Launches DeFi and GameFi Platform to Fund Wildlife Conservation - Coinspeaker,https://www.coinspeaker.com/black-bear-finance-defi-gamefi-platform-fund-wildlife-conservation/,4/8/2022,Black Bear Finance Launches DeFi and GameFi Platform to Fund Wildlife Conservation&nbsp;&nbsp;Coinspeaker,Coinspeaker,AI-LTS
5 Reasons Why Conservation Efforts Need to Support Community Livelihoods in the Decade Ahead - EARTH.ORG,https://earth.org/why-conservation-efforts-need-to-support-community-livelihoods/,7/29/2021,5 Reasons Why Conservation Efforts Need to Support Community Livelihoods in the Decade Ahead&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
How Nature Becomes a Casualty of War - The New York Times,https://www.nytimes.com/2022/04/13/science/war-environmental-impact-ukraine.html,4/21/2022,How Nature Becomes a Casualty of War&nbsp;&nbsp;The New York Times,The New York Times,AI-LTS
Conservation Aquaculture: A Special Sessions Synopsis - World Aquaculture Society - was.org,https://www.was.org/article/Conservation-Aquaculture-A-Special-Sessions-Synopsis.aspx,3/15/2022,Conservation Aquaculture: A Special Sessions Synopsis - World Aquaculture Society&nbsp;&nbsp;was.org,was.org,AI-LTS
UN biodiversity talks fail to agree on new targets to protect wildlife - New Scientist,https://www.newscientist.com/article/2314046-un-biodiversity-talks-fail-to-agree-on-new-targets-to-protect-wildlife/,3/29/2022,UN biodiversity talks fail to agree on new targets to protect wildlife&nbsp;&nbsp;New Scientist,New Scientist,AI-LTS
"World Health Day 2022: Celebrating the Himalayan plants supporting local livelihoods, health, and biodiversity - Wildlife Trade News from TRAFFIC - TRAFFIC - Wildlife Trade News",https://www.traffic.org/news/world-health-day-2022-celebrating-the-himalayan-plants-supporting-local-livelihoods-health-and-biodiversity/,4/7/2022,"World Health Day 2022: Celebrating the Himalayan plants supporting local livelihoods, health, and biodiversity - Wildlife Trade News from TRAFFIC&nbsp;&nbsp;TRAFFIC - Wildlife Trade News",TRAFFIC - Wildlife Trade News,AI-LTS
WildEarth TV Channel Announces NFT Collection For Wildlife Conservation - Yahoo Finance,https://finance.yahoo.com/news/wildearth-tv-channel-announces-nft-045000053.html,1/28/2022,WildEarth TV Channel Announces NFT Collection For Wildlife Conservation&nbsp;&nbsp;Yahoo Finance,Yahoo Finance,AI-LTS
"Human-elephant coexistence part 3: Elephants, wildlife & how they help with climate - Open Access Government",https://www.openaccessgovernment.org/carbon-dioxide/125427/,12/6/2021,"Human-elephant coexistence part 3: Elephants, wildlife & how they help with climate&nbsp;&nbsp;Open Access Government",Open Access Government,AI-LTS
Bornean communities locked into 2-million-hectare carbon deal they don't know about - Mongabay.com,https://news.mongabay.com/2021/11/bornean-communities-locked-into-2-million-hectare-carbon-deal-they-dont-know-about/,11/9/2021,Bornean communities locked into 2-million-hectare carbon deal they don't know about&nbsp;&nbsp;Mongabay.com,Mongabay.com,AI-LTS
These 5 tech innovations can protect wildlife and Earth - YourStory,https://yourstory.com/socialstory/2022/03/drone-ai-image-sensor-tech-innovations-protect-wildlife-earth/amp,3/30/2022,These 5 tech innovations can protect wildlife and Earth&nbsp;&nbsp;YourStory,YourStory,AI-LTS
US Fish And Wildlife Propose To List Northern Long-Eared Bat As Endangered Species - Environmental Law - United States - Mondaq,https://www.mondaq.com/unitedstates/environmental-law/1177066/us-fish-and-wildlife-propose-to-list-northern-long-eared-bat-as-endangered-species,4/5/2022,US Fish And Wildlife Propose To List Northern Long-Eared Bat As Endangered Species - Environmental Law - United States&nbsp;&nbsp;Mondaq,Mondaq,AI-LTS
DEC Announces Completion of Long Pond Conservation Easement Modification - NYS Dept. of Environmental Conservation - New York State Department of Environmental Conservation,https://www.dec.ny.gov/press/123835.html,9/20/2021,DEC Announces Completion of Long Pond Conservation Easement Modification - NYS Dept. of Environmental Conservation&nbsp;&nbsp;New York State Department of Environmental Conservation,New York State Department of Environmental Conservation,AI-LTS
Jaclyn Comeau: Black bear conservation depends on accurate information - vtdigger.org,https://vtdigger.org/2022/05/15/jaclyn-comeau-black-bear-conservation-depends-on-accurate-information/,5/15/2022,Jaclyn Comeau: Black bear conservation depends on accurate information&nbsp;&nbsp;vtdigger.org,vtdigger.org,AI-LTS
COVID-19: Impact on sustainability and lessons learned - Medical News Today,https://www.medicalnewstoday.com/articles/how-covid-19-impacted-sustainability-and-what-this-means-for-health,4/7/2022,COVID-19: Impact on sustainability and lessons learned&nbsp;&nbsp;Medical News Today,Medical News Today,AI-LTS
7 Solutions to Biodiversity Loss - EARTH.ORG,https://earth.org/solutions-to-biodiversity-loss/,3/31/2022,7 Solutions to Biodiversity Loss&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
Huawei Announces Cooperation Progress with IUCN on Tech4Nature at WCC 2021 - Huawei,https://www.huawei.com/en/news/2021/9/tech4nature-tech4all-iucn-wcc-nature-guardian,9/7/2021,Huawei Announces Cooperation Progress with IUCN on Tech4Nature at WCC 2021&nbsp;&nbsp;Huawei,Huawei,AI-LTS
The 2021 eco-fighters of South India who persevered through the pandemic - The Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/organisations-and-individuals-who-made-a-difference-to-the-environment-in-2021/article38049139.ece,12/27/2021,The 2021 eco-fighters of South India who persevered through the pandemic&nbsp;&nbsp;The Hindu,The Hindu,AI-LTS
Over three-quarters of the world’s vital carbon stores are unprotected - New Scientist,https://www.newscientist.com/article/2298226-over-three-quarters-of-the-worlds-vital-carbon-stores-are-unprotected/,11/18/2021,Over three-quarters of the world’s vital carbon stores are unprotected&nbsp;&nbsp;New Scientist,New Scientist,AI-LTS
Evusheld significantly protected against symptomatic COVID-19 for at least six months in PROVENT Phase III trial in high-risk populations - AstraZeneca,https://www.astrazeneca.com/media-centre/press-releases/2022/evusheld-significantly-protected-against-symptomatic-covid-19-for-at-least-six-months-in-provent-phase-iii-trial-in-high-risk-populations1.html,4/20/2022,Evusheld significantly protected against symptomatic COVID-19 for at least six months in PROVENT Phase III trial in high-risk populations&nbsp;&nbsp;AstraZeneca,AstraZeneca,AI-LTS
Bluefin tuna guide | BBC Wildlife Magazine - BBC Discover Wildlife,https://www.discoverwildlife.com/animal-facts/fish/facts-about-bluefin-tuna/,5/2/2022,Bluefin tuna guide | BBC Wildlife Magazine&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
"State of Canada's natural and cultural heritage places, 2021 - Parcs Canada",https://www.pc.gc.ca/en/docs/pc/rpts/elnhc-scnhp/2021,12/17/2021,"State of Canada's natural and cultural heritage places, 2021&nbsp;&nbsp;Parcs Canada",Parcs Canada,AI-LTS
"7 Species That Are No Longer Endangered, And How To Help Them Stay That Way - Plant Based News",https://plantbasednews.org/news/animal-species-no-longer-endangered/,4/22/2022,"7 Species That Are No Longer Endangered, And How To Help Them Stay That Way&nbsp;&nbsp;Plant Based News",Plant Based News,AI-LTS
COVID‐19 lockdowns increase public interest in urban nature - Wiley,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/fee.2374,8/2/2021,COVID‐19 lockdowns increase public interest in urban nature&nbsp;&nbsp;Wiley,Wiley,AI-LTS
"ioneer supports critical habitat proposal for Tiehm""s buckwheat as endangered species - Proactive Investors Australia",https://www.proactiveinvestors.com.au/companies/news/973031/ioneer-supports-critical-habitat-proposal-for-tiehm-s-buckwheat-as-endangered-species-973031.html,2/3/2022,"ioneer supports critical habitat proposal for Tiehm""s buckwheat as endangered species&nbsp;&nbsp;Proactive Investors Australia",Proactive Investors Australia,AI-LTS
How to bring butterflies to your garden - BBC Discover Wildlife,https://www.discoverwildlife.com/how-to/wildlife-gardening/how-to-bring-butterflies-to-your-garden/,4/29/2022,How to bring butterflies to your garden&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
Newsletter 2022-03-24 - Mongabay.com,https://news.mongabay.com/newsletter/newsletter-2022-03-24/,3/24/2022,Newsletter 2022-03-24&nbsp;&nbsp;Mongabay.com,Mongabay.com,AI-LTS
Private investors look to high-end tourism to fund conservation in Mozambique - Mongabay.com,https://news.mongabay.com/2021/06/private-investors-look-to-high-end-tourism-to-fund-conservation-in-mozambique/,6/24/2021,Private investors look to high-end tourism to fund conservation in Mozambique&nbsp;&nbsp;Mongabay.com,Mongabay.com,AI-LTS
'We scientists engage in soft diplomacy': Q&A with Christine Wilkinson - Mongabay.com,https://news.mongabay.com/2021/12/we-scientists-engage-in-soft-diplomacy-qa-with-christine-wilkinson/,12/23/2021,'We scientists engage in soft diplomacy': Q&amp;A with Christine Wilkinson&nbsp;&nbsp;Mongabay.com,Mongabay.com,AI-LTS
Ancient bison are coming back to the UK – starting in Kent... - BBC Discover Wildlife,https://www.discoverwildlife.com/animal-facts/mammals/bison-reintroduction-blean-kent-uk/,3/20/2022,Ancient bison are coming back to the UK – starting in Kent...&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
What is the conservation industry doing to address its lack of diversity? - BBC Discover Wildlife,https://www.discoverwildlife.com/people/what-is-the-conservation-industry-doing-to-address-its-lack-of-diversity/,4/28/2022,What is the conservation industry doing to address its lack of diversity?&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
Q&A: Can 'nature-based solutions' help address climate change? - Carbon Brief,https://www.carbonbrief.org/qa-can-nature-based-solutions-help-address-climate-change/,12/1/2021,Q&amp;A: Can 'nature-based solutions' help address climate change?&nbsp;&nbsp;Carbon Brief,Carbon Brief,AI-LTS
Support Conservation Efforts at Hemker Park and Zoo's First Gala - WJON News,https://wjon.com/support-conservation-efforts-at-hemker-park-and-zoos-first-gala/,2/7/2022,Support Conservation Efforts at Hemker Park and Zoo's First Gala&nbsp;&nbsp;WJON News,WJON News,AI-LTS
New Year resolutions that help nature | BBC Wildlife Magazine - BBC Discover Wildlife,https://www.discoverwildlife.com/people/wildlife-nature-new-year-resolutions/,12/31/2021,New Year resolutions that help nature | BBC Wildlife Magazine&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,AI-LTS
Facts about Polar Bears - EARTH.ORG,https://earth.org/endangered-animals-species-spotlight-polar-bears/,2/25/2022,Facts about Polar Bears&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
DNR Wildlife Through Forestry series returns - Michigan (.gov),https://www.michigan.gov/dnr/about/newsroom/releases/2022/04/20/dnr-wildlife-through-forestry-series-returns,4/20/2022,DNR Wildlife Through Forestry series returns&nbsp;&nbsp;Michigan (.gov),Michigan (.gov),AI-LTS
"National parks DON'T always boost biodiversity, British Ecological Society report claims - Daily Mail",https://www.dailymail.co.uk/sciencetech/article-10740157/National-parks-DONT-boost-biodiversity-British-Ecological-Society-report-claims.html,4/21/2022,"National parks DON'T always boost biodiversity, British Ecological Society report claims&nbsp;&nbsp;Daily Mail",Daily Mail,AI-LTS
First wildlife bond issued by World Bank to save Africas black rhino - Business Standard,https://www.business-standard.com/article/international/first-wildlife-bond-issued-by-world-bank-to-save-africa-s-black-rhino-122032400439_1.html,3/24/2022,First wildlife bond issued by World Bank to save Africas black rhino&nbsp;&nbsp;Business Standard,Business Standard,AI-LTS
"Wildlife rangers: why they are nature's first responders, and why they need more support - BBC Discover Wildlife",https://www.discoverwildlife.com/people/wildlife-rangers-why-they-are-natures-first-responders-and-why-they-need-more-support/,7/30/2021,"Wildlife rangers: why they are nature's first responders, and why they need more support&nbsp;&nbsp;BBC Discover Wildlife",BBC Discover Wildlife,AI-LTS
"Tusk Conservation Awards Announces Winner Of The Wildlife Ranger Award 2021, Suleiman Saidu - Canada NewsWire",https://www.newswire.ca/news-releases/tusk-conservation-awards-announces-winner-of-the-wildlife-ranger-award-2021-suleiman-saidu-805183343.html,11/15/2021,"Tusk Conservation Awards Announces Winner Of The Wildlife Ranger Award 2021, Suleiman Saidu&nbsp;&nbsp;Canada NewsWire",Canada NewsWire,AI-LTS
Green charities deliver verdict on stalled “super year” for marine protection - The Wildlife Trusts,https://www.wildlifetrusts.org/news/green-charities-deliver-verdict-stalled-super-year-marine-protection,1/17/2022,Green charities deliver verdict on stalled “super year” for marine protection&nbsp;&nbsp;The Wildlife Trusts,The Wildlife Trusts,AI-LTS
Relocating croplands could drastically reduce the environmental impacts of global food production | Communications Earth & Environment - Nature.com,https://www.nature.com/articles/s43247-022-00360-6,3/10/2022,Relocating croplands could drastically reduce the environmental impacts of global food production | Communications Earth & Environment&nbsp;&nbsp;Nature.com,Nature.com,AI-LTS
2022 preview: China to host crucial meeting in a bid to save nature - New Scientist,https://www.newscientist.com/article/mg25233661-600-2022-preview-china-to-host-crucial-meeting-in-a-bid-to-save-nature/,12/29/2021,2022 preview: China to host crucial meeting in a bid to save nature&nbsp;&nbsp;New Scientist,New Scientist,AI-LTS
Gadgil guns for ‘human rights’ - Times of India,https://timesofindia.indiatimes.com/blogs/Second-Nature/gadgil-guns-for-human-rights/,5/14/2022,Gadgil guns for ‘human rights’&nbsp;&nbsp;Times of India,Times of India,AI-LTS
Guest post: How climate change is driving forest loss in India - Carbon Brief,https://www.carbonbrief.org/guest-post-how-climate-change-is-driving-forest-loss-in-india/,4/19/2022,Guest post: How climate change is driving forest loss in India&nbsp;&nbsp;Carbon Brief,Carbon Brief,AI-LTS
How to fix the disaster of human roads to benefit wildlife - Aeon,https://aeon.co/essays/how-to-fix-the-disaster-of-human-roads-to-benefit-wildlife,12/13/2021,How to fix the disaster of human roads to benefit wildlife&nbsp;&nbsp;Aeon,Aeon,AI-LTS
Govt notifies 11 sites as 'protected areas' for wildlife conservation - DAWN.com,https://www.dawn.com/news/1669663,1/16/2022,Govt notifies 11 sites as 'protected areas' for wildlife conservation&nbsp;&nbsp;DAWN.com,DAWN.com,AI-LTS
Facts about Pangolins - EARTH.ORG,https://earth.org/endangered-species-spotlight-pangolins/,3/17/2022,Facts about Pangolins&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
Honda Joins the '30 by 30 Alliance for Biodiversity' in Japan - AftermarketNews.com (AMN),https://www.aftermarketnews.com/honda-joins-the-30-by-30-alliance-for-biodiversity-in-japan/,4/28/2022,Honda Joins the '30 by 30 Alliance for Biodiversity' in Japan&nbsp;&nbsp;AftermarketNews.com (AMN),AftermarketNews.com (AMN),AI-LTS
"Integrated Strategies To Meet Biodiversity, Climate, and Water Objectives - SciTechDaily",https://scitechdaily.com/integrated-strategies-to-meet-biodiversity-climate-and-water-objectives/,9/4/2021,"Integrated Strategies To Meet Biodiversity, Climate, and Water Objectives&nbsp;&nbsp;SciTechDaily",SciTechDaily,AI-LTS
Vermont wildlife advocates celebrate a ​big win​ ​ - vtdigger.org,https://vtdigger.org/press_release/vermont-wildlife-advocates-celebrate-a-big-win/,5/13/2022,Vermont wildlife advocates celebrate a ​big win​ ​&nbsp;&nbsp;vtdigger.org,vtdigger.org,AI-LTS
Evusheld long-acting antibody combination recommended for approval in the EU for the pre-exposure prophylaxis (prevention) of COVID-19 - AstraZeneca,https://www.astrazeneca.com/media-centre/press-releases/2022/evusheld-long-acting-antibody-combination-recommended-for-approval-in-the-eu-for-the-pre-exposure-prophylaxis-prevention-of-covid-19.html,3/24/2022,Evusheld long-acting antibody combination recommended for approval in the EU for the pre-exposure prophylaxis (prevention) of COVID-19&nbsp;&nbsp;AstraZeneca,AstraZeneca,AI-LTS
Reef larval recruitment in response to seascape dynamics in the SW Atlantic | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-11809-1,5/11/2022,Reef larval recruitment in response to seascape dynamics in the SW Atlantic | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-LTS
Building bridges: Lahille's bottlenose dolphins - Oceanographic - Oceanographic Magazine,https://www.oceanographicmagazine.com/features/lahilles-bottlenose-dolphins-whitley-award/,12/9/2021,Building bridges: Lahille's bottlenose dolphins - Oceanographic&nbsp;&nbsp;Oceanographic Magazine,Oceanographic Magazine,AI-LTS
National Conservation Council opens nominations for protected areas - Cayman Compass,https://www.caymancompass.com/2022/02/08/national-conservation-council-opens-nominations-for-protected-areas/,2/8/2022,National Conservation Council opens nominations for protected areas&nbsp;&nbsp;Cayman Compass,Cayman Compass,AI-LTS
A timely intervention to safeguard State animal - The Hindu,https://www.thehindu.com/news/national/tamil-nadu/a-timely-intervention-to-safeguard-state-animal/article65255252.ece,3/24/2022,A timely intervention to safeguard State animal&nbsp;&nbsp;The Hindu,The Hindu,AI-LTS
First ever Southern Koala born in Europe thanks to SA Wildlife Park • Glam Adelaide - Glam Adelaide,https://glamadelaide.com.au/first-ever-southern-koala-born-in-uk-thanks-to-sa-wildlife-park/,2/2/2022,First ever Southern Koala born in Europe thanks to SA Wildlife Park • Glam Adelaide&nbsp;&nbsp;Glam Adelaide,Glam Adelaide,AI-LTS
Government of Canada sends 40 Wood Bison to the State of Alaska Français - Canada NewsWire,https://www.newswire.ca/news-releases/government-of-canada-sends-40-wood-bison-to-the-state-of-alaska-825309209.html,4/21/2022,Government of Canada sends 40 Wood Bison to the State of Alaska Français&nbsp;&nbsp;Canada NewsWire,Canada NewsWire,AI-LTS
Namibia wants ivory trade clause in deal for sending cheetahs to India - Hindustan Times,https://www.hindustantimes.com/india-news/namibia-wants-ivory-trade-clause-in-deal-for-sending-cheetahs-to-india-101646332867698.html,3/4/2022,Namibia wants ivory trade clause in deal for sending cheetahs to India&nbsp;&nbsp;Hindustan Times,Hindustan Times,AI-LTS
Protected Areas Conservation Trust (PACT) renews long-standing agreement with the Belize Nature Conservation Foundation (BNCF) for management of Debt For Nature Swap Fund - Breaking Belize News,https://www.breakingbelizenews.com/2022/01/07/protected-areas-conservation-trust-pact-renews-long-standing-agreement-with-the-belize-nature-conservation-foundation-bncf-for-management-of-debt-for-nature-swap-fund/,1/7/2022,Protected Areas Conservation Trust (PACT) renews long-standing agreement with the Belize Nature Conservation Foundation (BNCF) for management of Debt For Nature Swap Fund&nbsp;&nbsp;Breaking Belize News,Breaking Belize News,AI-LTS
Gen Y Speaks: I have spent half my life working with animals. This is what they have taught me - TODAY,https://www.todayonline.com/gen-y-speaks/gen-y-speaks-i-have-spent-half-my-life-working-animals-what-they-have-taught-me-1828626,2/27/2022,Gen Y Speaks: I have spent half my life working with animals. This is what they have taught me&nbsp;&nbsp;TODAY,TODAY,AI-LTS
10 of the Most Endangered Species in Canada - EARTH.ORG,https://earth.org/endangered-species-in-canada/,2/22/2022,10 of the Most Endangered Species in Canada&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-LTS
Britain is facing an invisible extinction of biodiversity - Big Issue,https://www.bigissue.com/news/environment/britain-is-facing-an-invisible-extinction-of-biodiversity/,4/20/2022,Britain is facing an invisible extinction of biodiversity&nbsp;&nbsp;Big Issue,Big Issue,AI-LTS
"NatureScot lacked ""coherent strategy"" to tackle decline of Scotland's natural sites - The Ferret",https://theferret.scot/naturescot-lacked-coherent-strategy-tackle-decline/,1/9/2022,"NatureScot lacked ""coherent strategy"" to tackle decline of Scotland's natural sites&nbsp;&nbsp;The Ferret",The Ferret,AI-LTS
Road project threatens to derail Nepal's conservation gains—study - Eco-Business,https://www.eco-business.com/news/road-project-threatens-to-derail-nepals-conservation-gains-study/,3/21/2022,Road project threatens to derail Nepal's conservation gains—study&nbsp;&nbsp;Eco-Business,Eco-Business,AI-LTS
3 Former African Heads of State Unveiled as Patrons for Inaugural Africa Protected Areas Congress - chimpreports.com,https://chimpreports.com/3-former-african-heads-of-state-unveiled-as-patrons-for-inaugural-africa-protected-areas-congress/,1/24/2022,3 Former African Heads of State Unveiled as Patrons for Inaugural Africa Protected Areas Congress&nbsp;&nbsp;chimpreports.com,chimpreports.com,AI-LTS
New research demonstrates high value 'injurious weeds' can bring to pollinators - Science Daily,https://www.sciencedaily.com/releases/2022/03/220308102812.htm,3/8/2022,New research demonstrates high value 'injurious weeds' can bring to pollinators&nbsp;&nbsp;Science Daily,Science Daily,AI-LTS
14 Christmas Gifts That Give Back To Nature - Country Living,https://www.countryliving.com/uk/homes-interiors/interiors/a38372358/christmas-gifts-give-back-nature/,12/1/2021,14 Christmas Gifts That Give Back To Nature&nbsp;&nbsp;Country Living,Country Living,AI-LTS
"Investigation documents murder, rape by DRC national park guards - Al Jazeera English",https://www.aljazeera.com/news/2022/4/6/investigation-documents-murder-rape-by-drc-national-park-guards,4/6/2022,"Investigation documents murder, rape by DRC national park guards&nbsp;&nbsp;Al Jazeera English",Al Jazeera English,AI-LTS
DEFRA's Nature Recovery Green Paper: 9 things you need to know - ENDS Report,https://www.endsreport.com/article/1749889/defras-nature-recovery-green-paper-9-things-need-know,3/16/2022,DEFRA's Nature Recovery Green Paper: 9 things you need to know&nbsp;&nbsp;ENDS Report,ENDS Report,AI-LTS
Conservation groups sue US Forest Service over gold exploration - Courthouse News Service,https://www.courthousenews.com/conservation-groups-sue-us-forest-service-over-gold-exploration/,10/21/2021,Conservation groups sue US Forest Service over gold exploration&nbsp;&nbsp;Courthouse News Service,Courthouse News Service,AI-LTS
[Sustainability] From corridors of uncertainty to safe passages - YourStory,https://yourstory.com/socialstory/2022/04/sustaun/amp,4/13/2022,[Sustainability] From corridors of uncertainty to safe passages&nbsp;&nbsp;YourStory,YourStory,AI-LTS
Lithium miner rips its own research in ESA fight - E&E News,https://www.eenews.net/articles/lithium-miner-rips-its-own-research-in-esa-fight/,12/17/2021,Lithium miner rips its own research in ESA fight&nbsp;&nbsp;E&amp;E News,E&E News,AI-LTS
'Day of hope' for nature with €55m package announced for parks and wildlife - Irish Examiner,https://www.irishexaminer.com/news/arid-40865351.html,5/5/2022,'Day of hope' for nature with €55m package announced for parks and wildlife&nbsp;&nbsp;Irish Examiner,Irish Examiner,AI-LTS
